"","PID","Stage","Question","FirstClick","LastClick","PageSubmit","ClickCount","Response","Answer","Correct"
"1375","A-051","Pre-Exposure","C10","4.618","6.926","7.394","2","Mark","mark",1
"1376","A-051","Pre-Exposure","C11","3.325","3.325","15.119","1","NO ANSWER","gate",0
"1377","A-051","Pre-Exposure","C12","6.059","6.059","9.757","1","Vacation","field",0
"1378","A-051","Pre-Exposure","C13","5.305","5.305","15.019","1","NO ANSWER","tow",0
"1379","A-051","Pre-Exposure","C14","5.543","5.543","15.107","1","Can","salad",0
"1380","A-051","Pre-Exposure","C15","13.337","13.337","15.112","1","NO ANSWER","lip",0
"1381","A-052","Pre-Exposure","A01","4.002","4.002","15.115","1","NO ANSWER","boat",0
"1382","A-052","Pre-Exposure","A02","3.91","3.91","15.011","1","honey","honey",1
"1383","A-052","Pre-Exposure","A03","5.038","5.038","15.11","1","needle","pin",0
"1384","A-052","Pre-Exposure","A04","3.606","3.606","15.117","1","NO ANSWER","blue",0
"1385","A-052","Pre-Exposure","A05","2.663","2.663","15.016","1","NO ANSWER","soap",0
"1386","A-052","Pre-Exposure","A06","3.808","9.297","15.016","2","NO ANSWER","fast",0
"1387","A-052","Pre-Exposure","A07","5.694","5.694","15.12","1","NO ANSWER","copy",0
"1388","A-052","Pre-Exposure","A08","2.72","2.72","7.519","1","saw","saw",1
"1389","A-052","Pre-Exposure","A09","3.137","3.137","13.433","1","war","top",0
"1390","A-052","Pre-Exposure","A10","2.605","2.605","15.01","1","NO ANSWER","pack",0
"1391","A-052","Pre-Exposure","A11","2.458","2.458","6.83","1","sleeve","under",0
"1392","A-052","Pre-Exposure","A12","2.959","2.959","15.014","1","NO ANSWER","sweet",0
"1393","A-052","Pre-Exposure","A13","3.178","3.178","15.115","1","NO ANSWER","suit",0
"1394","A-052","Pre-Exposure","A14","3.768","3.768","15.018","1","NO ANSWER","battle",0
"1395","A-052","Pre-Exposure","A15","2.69","2.69","15.11","1","h","power",0
"1396","A-064","Pre-Exposure","A01","0.147","6.87","7.182","5","Stopper","boat",0
"1397","A-064","Pre-Exposure","A02","0.129","4.474","4.918","4","Honey","honey",1
"1398","A-064","Pre-Exposure","A03","0.706","5.151","5.674","4","Pin","pin",1
"1399","A-064","Pre-Exposure","A04","6.423","6.827","15.015","2","NO ANSWER","blue",0
"1400","A-064","Pre-Exposure","A05","1.898","4.943","5.257","3","Soap","soap",1
"1401","A-064","Pre-Exposure","A06","0.855","10.622","10.952","6","Fast","fast",1
"1402","A-064","Pre-Exposure","A07","0.098","5.801","6.288","5","Dioxide","copy",0
"1403","A-064","Pre-Exposure","A08","0.134","1.858","4.636","2","Saw","saw",1
"1404","A-064","Pre-Exposure","A09","0.055","6.558","7.82","4","Trenches","top",0
"1405","A-064","Pre-Exposure","A10","0.777","4.335","4.742","3","Cat","pack",0
"1406","A-064","Pre-Exposure","A11","0.93","5.6","6.033","4","Sleeve","under",0
"1407","A-064","Pre-Exposure","A12","0.77","7.112","7.426","4","Break","sweet",0
"1408","A-064","Pre-Exposure","A13","0.792","10.967","11.414","3","School","suit",0
"1409","A-064","Pre-Exposure","A14","0.955","6.56","6.921","3","Wreck","battle",0
"1410","A-064","Pre-Exposure","A15","0.809","15.056","15.113","3","House","power",0
"1411","A-057","Pre-Exposure","A01","1.736","3.553","5.992","2","time","boat",0
"1412","A-057","Pre-Exposure","A02","1.913","3.277","5.643","2","honey","honey",1
"1413","A-057","Pre-Exposure","A03","7.463","10.264","15.14","2","NO ANSWER","pin",0
"1414","A-057","Pre-Exposure","A04","4.377","7.12","10.573","2","blue","blue",1
"1415","A-057","Pre-Exposure","A05","3.283","4.667","15.065","2","NO ANSWER","soap",0
"1416","A-057","Pre-Exposure","A06","2.338","4.835","8.711","2","fast","fast",1
"1417","A-057","Pre-Exposure","A07","2.511","5.366","15.172","2","NO ANSWER","copy",0
"1418","A-057","Pre-Exposure","A08","5.927","10.334","11.866","2","saw","saw",1
"1419","A-057","Pre-Exposure","A09","0.16","8.985","15.19","3","NO ANSWER","top",0
"1420","A-057","Pre-Exposure","A10","0.149","3.654","11.798","3","pack","pack",1
"1421","A-057","Pre-Exposure","A11","2.819","11.716","15.161","2","NO ANSWER","under",0
"1422","A-057","Pre-Exposure","A12","2.29","6.772","15.077","2","broken","sweet",0
"1423","A-057","Pre-Exposure","A13","2.514","12.256","13.576","4","degree","suit",0
"1424","A-057","Pre-Exposure","A14","4.153","11.897","14.073","5","baby","battle",0
"1425","A-057","Pre-Exposure","A15","4.632","12.649","15.051","3","NO ANSWER","power",0
"1426","A-056","Pre-Exposure","B01","3.107","12.934","15.018","2","NO ANSWER","watch",0
"1427","A-056","Pre-Exposure","B02","2.545","2.545","15.114","1","money","bill",0
"1428","A-056","Pre-Exposure","B03","1.663","1.663","5.135","1","candy","sugar",0
"1429","A-056","Pre-Exposure","B04","10.159","10.159","15.114","1","wat","bank",0
"1430","A-056","Pre-Exposure","B05","3.763","3.763","10.541","1","friemd","space",0
"1431","A-056","Pre-Exposure","B06","2.495","2.495","5.946","1","gold","bowl",0
"1432","A-056","Pre-Exposure","B07","8.119","8.119","15.012","1","man","ball",0
"1433","A-056","Pre-Exposure","B08","4.1","4.1","15.011","1","NO ANSWER","gas",0
"1434","A-056","Pre-Exposure","B09","10.397","10.397","14.997","1","chocolate","dog",0
"1435","A-056","Pre-Exposure","B10","5.411","5.411","9.234","1","snail","air",0
"1436","A-056","Pre-Exposure","B11","0","0","15.015","0","NO ANSWER","check",0
"1437","A-056","Pre-Exposure","B12","2.026","2.026","11.307","1","credit","post",0
"1438","A-056","Pre-Exposure","B13","2.625","2.625","15.019","1","gas","steam",0
"1439","A-056","Pre-Exposure","B14","2.833","2.833","15.113","1","green","jelly",0
"1440","A-056","Pre-Exposure","B15","13.669","13.669","15.011","1","NO ANSWER","broad",0
"1441","A-058","Pre-Exposure","A01","13.535","13.535","15.142","1","NO ANSWER","boat",0
"1442","A-058","Pre-Exposure","A02","6.994","14.418","15.064","2","mountain","honey",0
"1443","A-058","Pre-Exposure","A03","6.591","6.591","13.894","1","Pin","pin",1
"1444","A-058","Pre-Exposure","A04","1.448","1.448","15.116","1","blue","blue",1
"1445","A-058","Pre-Exposure","A05","3.375","3.375","8.217","1","Soap","soap",1
"1446","A-058","Pre-Exposure","A06","1.805","1.805","14.481","1","fast","fast",1
"1447","A-058","Pre-Exposure","A07","3.415","3.415","15.163","1","NO ANSWER","copy",0
"1448","A-058","Pre-Exposure","A08","2.3","2.3","13.925","1","Saw","saw",1
"1449","A-058","Pre-Exposure","A09","3.566","3.566","15.056","1","Safe","top",0
"1450","A-058","Pre-Exposure","A10","5.52","5.52","13.211","1","pack","pack",1
"1451","A-058","Pre-Exposure","A11","2.34","2.34","15.153","1","Outer","under",0
"1452","A-058","Pre-Exposure","A12","1.454","4.918","7.864","2","Sweet","sweet",1
"1453","A-058","Pre-Exposure","A13","3.502","3.502","15.157","1","NO ANSWER","suit",0
"1454","A-058","Pre-Exposure","A14","7.188","10.997","15.143","2","out","battle",0
"1455","A-058","Pre-Exposure","A15","13.307","13.307","15.189","1","NO ANSWER","power",0
"1456","A-059","Pre-Exposure","B01","1.689","3.291","6.003","2","Watch","watch",1
"1457","A-059","Pre-Exposure","B02","3.71","6.305","15.076","2","NO ANSWER","bill",0
"1458","A-059","Pre-Exposure","B03","1.214","3.045","7.333","2","Sugar","sugar",1
"1459","A-059","Pre-Exposure","B04","6.057","8.222","15.077","2","Not","bank",0
"1460","A-059","Pre-Exposure","B05","2.648","3.745","7.538","2","Space","space",1
"1461","A-059","Pre-Exposure","B06","3.401","5.527","8.161","2","Bowl","bowl",1
"1462","A-059","Pre-Exposure","B07","1.6","2.765","8.3","2","Ball","ball",1
"1463","A-059","Pre-Exposure","B08","3.308","9.391","10.659","3","Gas","gas",1
"1464","A-059","Pre-Exposure","B09","5.904","8.235","15.023","2","NO ANSWER","dog",0
"1465","A-059","Pre-Exposure","B10","0.321","5.529","15.107","3","NO ANSWER","air",0
"1466","A-059","Pre-Exposure","B11","3.885","11.712","15.226","2","NO ANSWER","check",0
"1467","A-059","Pre-Exposure","B12","2.66","4.922","15.094","3","NO ANSWER","post",0
"1468","A-059","Pre-Exposure","B13","5.53","10.836","15.123","2","NO ANSWER","steam",0
"1469","A-059","Pre-Exposure","B14","5.369","8.958","9.816","4","Jelly","jelly",1
"1470","A-059","Pre-Exposure","B15","0.019","4.046","15.061","2","NO ANSWER","broad",0
"1471","A-052","Immediate Post-Exposure","B01","1.125","4.756","5.109","4","watch","watch",1
"1472","A-052","Immediate Post-Exposure","B02","0.772","4.281","4.58","5","bill","bill",1
"1473","A-052","Immediate Post-Exposure","B03","0.396","5.185","5.602","4","sugar","sugar",1
"1474","A-052","Immediate Post-Exposure","B04","1.316","13.1","14.76","5","vault","bank",0
"1475","A-052","Immediate Post-Exposure","B05","0.549","3.967","4.494","4","navy","space",0
"1476","A-052","Immediate Post-Exposure","B06","0.191","11.471","11.789","4","clown","bowl",0
"1477","A-052","Immediate Post-Exposure","B07","0.585","14.161","15.116","5","NO ANSWER","ball",0
"1478","A-052","Immediate Post-Exposure","B08","0.601","5.809","6.082","5","gas","gas",1
"1479","A-052","Immediate Post-Exposure","B09","0.294","12.375","15.112","4","NO ANSWER","dog",0
"1480","A-052","Immediate Post-Exposure","B10","3.357","4.683","15.11","3","NO ANSWER","air",0
"1481","A-052","Immediate Post-Exposure","B11","2.504","14.696","15.013","4","NO ANSWER","check",0
"1482","A-052","Immediate Post-Exposure","B12","0.434","8.163","8.565","5","credit","post",0
"1483","A-052","Immediate Post-Exposure","B13","0.461","8.868","9.193","5","metal","steam",0
"1484","A-052","Immediate Post-Exposure","B14","0.437","3.114","15.119","5","NO ANSWER","jelly",0
"1485","A-052","Immediate Post-Exposure","B15","0.448","11.181","11.529","5","theater","broad",0
"1486","A-051","Immediate Post-Exposure","A01","3.61","3.61","14.158","1","Boat","boat",1
"1487","A-051","Immediate Post-Exposure","A02","4.651","4.651","10.806","1","Honey","honey",1
"1488","A-051","Immediate Post-Exposure","A03","1.608","1.608","5.703","1","Pin","pin",1
"1489","A-051","Immediate Post-Exposure","A04","3.281","3.281","15.071","1","NO ANSWER","blue",0
"1490","A-051","Immediate Post-Exposure","A05","1.687","1.687","14.051","1","Soap","soap",1
"1491","A-051","Immediate Post-Exposure","A06","1.344","1.344","14.446","1","Fast","fast",1
"1492","A-051","Immediate Post-Exposure","A07","2.144","2.144","8.092","1","Copy","copy",1
"1493","A-051","Immediate Post-Exposure","A08","2.628","2.628","15.171","1","NO ANSWER","saw",0
"1494","A-051","Immediate Post-Exposure","A09","2.251","2.251","15.17","1","NO ANSWER","top",0
"1495","A-051","Immediate Post-Exposure","A10","2.023","2.023","5.69","1","Pack","pack",1
"1496","A-051","Immediate Post-Exposure","A11","2.473","2.473","15.272","1","NO ANSWER","under",0
"1497","A-051","Immediate Post-Exposure","A12","1.755","1.755","15.141","1","NO ANSWER","sweet",0
"1498","A-051","Immediate Post-Exposure","A13","2.646","2.646","7.593","1","Suit","suit",1
"1499","A-051","Immediate Post-Exposure","A14","1.603","1.603","15.047","1","NO ANSWER","battle",0
"1500","A-051","Immediate Post-Exposure","A15","4.353","4.353","15.174","1","NO ANSWER","power",0
"1501","A-008","Pre-Exposure","B01","2.5","2.5","11.448","1","band","watch",0
"1502","A-008","Pre-Exposure","B02","1.342","1.342","9.53","1","bill","bill",1
"1503","A-008","Pre-Exposure","B03","1.302","1.302","5.598","1","sugar","sugar",1
"1504","A-008","Pre-Exposure","B04","2.384","2.384","10.294","1","flow","bank",0
"1505","A-008","Pre-Exposure","B05","2.254","2.254","5.511","1","space","space",1
"1506","A-008","Pre-Exposure","B06","1.408","1.408","15.184","1","NO ANSWER","bowl",0
"1507","A-008","Pre-Exposure","B07","2.531","2.531","13.284","1","case","ball",0
"1508","A-008","Pre-Exposure","B08","2.808","2.808","7.086","1","gas","gas",1
"1509","A-008","Pre-Exposure","B09","1.191","1.191","7.62","1","cootie","dog",0
"1510","A-008","Pre-Exposure","B10","1.871","1.871","5.425","1","air","air",1
"1511","A-008","Pre-Exposure","B11","1.532","1.532","10.346","1","room","check",0
"1512","A-008","Pre-Exposure","B12","1.91","1.91","13.873","1","credit","post",0
"1513","A-008","Pre-Exposure","B13","1.466","1.466","8.864","1","coal","steam",0
"1514","A-008","Pre-Exposure","B14","1.702","1.702","10.586","1","burrito","jelly",0
"1515","A-008","Pre-Exposure","B15","1.85","1.85","15.045","1","NO ANSWER","broad",0
"1516","A-061","Pre-Exposure","A01","7.351","7.351","15.118","1","NO ANSWER","boat",0
"1517","A-061","Pre-Exposure","A02","2.09","2.09","5.989","1","nest","honey",0
"1518","A-061","Pre-Exposure","A03","2.073","2.073","7.863","1","sewing","pin",0
"1519","A-061","Pre-Exposure","A04","2.314","2.314","7.642","1","fly","blue",0
"1520","A-061","Pre-Exposure","A05","1.802","1.802","4.691","1","soap","soap",1
"1521","A-061","Pre-Exposure","A06","4.432","4.432","7.341","1","lunch","fast",0
"1522","A-061","Pre-Exposure","A07","5.038","5.038","15.011","1","NO ANSWER","copy",0
"1523","A-061","Pre-Exposure","A08","2.16","2.16","5.607","1","tooth fairy","saw",0
"1524","A-061","Pre-Exposure","A09","3.348","3.348","13.24","1","journal","top",0
"1525","A-061","Pre-Exposure","A10","2.385","2.385","14.868","1","camel ","pack",0
"1526","A-061","Pre-Exposure","A11","0.567","2.22","7.325","2","gloves","under",0
"1527","A-061","Pre-Exposure","A12","2.177","2.177","14.198","1","brush","sweet",0
"1528","A-061","Pre-Exposure","A13","4.801","4.801","9.106","1","school","suit",0
"1529","A-061","Pre-Exposure","A14","1.928","1.928","10.53","1","anchor ","battle",0
"1530","A-061","Pre-Exposure","A15","3.175","3.175","7.373","1","nature","power",0
"1531","A-065","Pre-Exposure","B01","0.705","7.677","9.307","3","Watch","watch",1
"1532","A-065","Pre-Exposure","B02","0.781","7.602","9.209","5","Bill","bill",1
"1533","A-065","Pre-Exposure","B03","1.463","1.463","9.705","1","Suga r","sugar",0
"1534","A-065","Pre-Exposure","B04","0.691","10.298","15.143","7","NO ANSWER","bank",0
"1535","A-065","Pre-Exposure","B05","0.683","12.588","14.613","4","Rocket","space",0
"1536","A-065","Pre-Exposure","B06","0.87","7.372","8.865","3","Bowl","bowl",1
"1537","A-065","Pre-Exposure","B07","0.557","14.12","15.049","5","NO ANSWER","ball",0
"1538","A-065","Pre-Exposure","B08","1.166","7.695","9.401","3","Gas ","gas",0
"1539","A-065","Pre-Exposure","B09","0.872","6.525","15.044","3","Po","dog",0
"1540","A-065","Pre-Exposure","B10","0.862","11.179","15.158","6","NO ANSWER","air",0
"1541","A-065","Pre-Exposure","B11","0.202","5.77","15.078","4","NO ANSWER","check",0
"1542","A-065","Pre-Exposure","B12","0.78","5.27","15.181","4","NO ANSWER","post",0
"1543","A-065","Pre-Exposure","B13","0.656","1.668","15.042","2","NO ANSWER","steam",0
"1544","A-065","Pre-Exposure","B14","0.914","3.952","15.141","3","NO ANSWER","jelly",0
"1545","A-065","Pre-Exposure","B15","0.643","3.853","15.044","2","Walk","broad",0
"1546","A-062","Pre-Exposure","B01","1.199","6.069","6.544","4","watch","watch",1
"1547","A-062","Pre-Exposure","B02","1.182","5.274","8.029","4","bill","bill",1
"1548","A-062","Pre-Exposure","B03","1.325","6.144","6.735","4","sugar","sugar",1
"1549","A-062","Pre-Exposure","B04","12.194","13.798","15.12","3","NO ANSWER","bank",0
"1550","A-062","Pre-Exposure","B05","1.54","8.561","12.391","2","space","space",1
"1551","A-062","Pre-Exposure","B06","2.141","14.721","15.022","2","NO ANSWER","bowl",0
"1552","A-062","Pre-Exposure","B07","0.186","10.117","10.558","5","ball","ball",1
"1553","A-062","Pre-Exposure","B08","1.553","6.452","8.577","4","gas","gas",1
"1554","A-062","Pre-Exposure","B09","1.04","4.608","15.018","3","NO ANSWER","dog",0
"1555","A-062","Pre-Exposure","B10","1.295","2.848","15.016","2","NO ANSWER","air",0
"1556","A-062","Pre-Exposure","B11","0.936","7.579","10.138","4","check","check",1
"1557","A-062","Pre-Exposure","B12","0.916","1.491","15.018","2","NO ANSWER","post",0
"1558","A-062","Pre-Exposure","B13","1.398","12.251","15.021","3","NO ANSWER","steam",0
"1559","A-062","Pre-Exposure","B14","2.707","3.683","15.119","2","NO ANSWER","jelly",0
"1560","A-062","Pre-Exposure","B15","1.301","2.635","15.021","2","NO ANSWER","broad",0
"1561","A-063","Pre-Exposure","C01","0.945","12.583","15.156","5","NO ANSWER","sore",0
"1562","A-063","Pre-Exposure","C02","0.406","10.679","15.141","5","Chair","chair",1
"1563","A-063","Pre-Exposure","C03","0.603","3.722","6.96","4","Sleep","day",0
"1564","A-063","Pre-Exposure","C04","1.001","4.802","10.749","4","Clover","pot",0
"1565","A-063","Pre-Exposure","C05","1.382","3.942","5.964","3","Table","blind",0
"1566","A-063","Pre-Exposure","C06","0.602","2.079","4.92","3","Candle","candle",1
"1567","A-063","Pre-Exposure","C07","0.841","8.224","14.687","6","Cart","cart",1
"1568","A-063","Pre-Exposure","C08","0.499","4.457","14.729","4","Field","camp",0
"1569","A-063","Pre-Exposure","C09","1.913","4.374","15.146","3","NO ANSWER","station",0
"1570","A-063","Pre-Exposure","C10","0.726","7.395","15.137","4","NO ANSWER","mark",0
"1571","A-063","Pre-Exposure","C11","0.938","9.676","13.141","4","River","gate",0
"1572","A-063","Pre-Exposure","C12","0.841","4.373","11.022","4","Haunted","field",0
"1573","A-063","Pre-Exposure","C13","0.707","4.318","9.506","4","Tow","tow",1
"1574","A-063","Pre-Exposure","C14","0.602","9.931","15.048","7","NO ANSWER","salad",0
"1575","A-063","Pre-Exposure","C15","0.543","4.025","15.036","4","NO ANSWER","lip",0
"1576","A-064","Immediate Post-Exposure","B01","0.971","1.844","4.009","3","Sign","watch",0
"1577","A-064","Immediate Post-Exposure","B02","0.72","1.957","15.011","4","Tr","bill",0
"1578","A-064","Immediate Post-Exposure","B03","0.535","1.437","8.879","3","Big","sugar",0
"1579","A-064","Immediate Post-Exposure","B04","0.478","6.615","7.123","6","Stream","bank",0
"1580","A-064","Immediate Post-Exposure","B05","0.61","5.752","6.176","5","Wreck","space",0
"1581","A-064","Immediate Post-Exposure","B06","0.406","4.997","5.439","5","Milk","bowl",0
"1582","A-064","Immediate Post-Exposure","B07","0.467","10.053","10.439","6","Ball","ball",1
"1583","A-064","Immediate Post-Exposure","B08","0.361","3.381","5.527","5","Birth","gas",0
"1584","A-064","Immediate Post-Exposure","B09","0.593","10.939","11.324","4","Dream","dog",0
"1585","A-064","Immediate Post-Exposure","B10","0.855","4.766","5.091","3","E-mail","air",0
"1586","A-064","Immediate Post-Exposure","B11","0.561","1.634","4.504","3","Room","check",0
"1587","A-064","Immediate Post-Exposure","B12","0.513","12.25","14.451","8","Credit","post",0
"1588","A-064","Immediate Post-Exposure","B13","0.557","11.427","11.764","5","Cast","steam",0
"1589","A-064","Immediate Post-Exposure","B14","1.17","5.265","5.619","4","Sushi","jelly",0
"1590","A-064","Immediate Post-Exposure","B15","0.356","1.589","4.298","3","Rope","broad",0
"1591","A-056","Immediate Post-Exposure","C01","0.791","8.969","13.554","5","sore","sore",1
"1592","A-056","Immediate Post-Exposure","C02","0.571","1.378","15.032","2","NO ANSWER","chair",0
"1593","A-056","Immediate Post-Exposure","C03","0.141","5.203","7.29","5","night","day",0
"1594","A-056","Immediate Post-Exposure","C04","0.185","1.433","3.759","3","beer","pot",0
"1595","A-056","Immediate Post-Exposure","C05","1.004","1.77","8.037","2","play","blind",0
"1596","A-056","Immediate Post-Exposure","C06","0.55","2.793","5.478","2","candle","candle",1
"1597","A-056","Immediate Post-Exposure","C07","0.621","9.883","15.135","3","NO ANSWER","cart",0
"1598","A-056","Immediate Post-Exposure","C08","0.76","1.653","15.025","2","NO ANSWER","camp",0
"1599","A-056","Immediate Post-Exposure","C09","0.587","1.342","10.818","2","station","station",1
"1600","A-056","Immediate Post-Exposure","C10","7.055","11.441","14.121","3","mark","mark",1
"1601","A-056","Immediate Post-Exposure","C11","0.59","1.384","7.098","2","flash","gate",0
"1602","A-056","Immediate Post-Exposure","C12","0.152","11.602","14.356","5","field","field",1
"1603","A-056","Immediate Post-Exposure","C13","0.048","1.298","7.766","3","jump","tow",0
"1604","A-056","Immediate Post-Exposure","C14","0.611","1.396","6.948","2","fish","salad",0
"1605","A-056","Immediate Post-Exposure","C15","0.633","1.32","14.298","2","fire","lip",0
"1606","A-057","Immediate Post-Exposure","A01","2.344","7.704","9.509","2","boat","boat",1
"1607","A-057","Immediate Post-Exposure","A02","3.9","3.9","10.031","1","honey","honey",1
"1608","A-057","Immediate Post-Exposure","A03","0","0","15.07","0","NO ANSWER","pin",0
"1609","A-057","Immediate Post-Exposure","A04","2.175","2.175","4.33","1","blue","blue",1
"1610","A-057","Immediate Post-Exposure","A05","4.69","4.69","8.598","1","soap","soap",1
"1611","A-057","Immediate Post-Exposure","A06","2.805","3.526","6.047","2","fast","fast",1
"1612","A-057","Immediate Post-Exposure","A07","4.012","6.237","14.422","3","copy","copy",1
"1613","A-057","Immediate Post-Exposure","A08","2.001","4.52","6.197","5","saw","saw",1
"1614","A-057","Immediate Post-Exposure","A09","3.42","6.924","15.157","2","NO ANSWER","top",0
"1615","A-057","Immediate Post-Exposure","A10","3.03","4.011","6.748","2","pack","pack",1
"1616","A-057","Immediate Post-Exposure","A11","4.973","4.973","15.288","1","NO ANSWER","under",0
"1617","A-057","Immediate Post-Exposure","A12","2.777","2.777","8.313","1","ache","sweet",0
"1618","A-057","Immediate Post-Exposure","A13","3.957","6.374","8.223","2","suit","suit",1
"1619","A-057","Immediate Post-Exposure","A14","3.208","3.208","7.339","1","battle","battle",1
"1620","A-057","Immediate Post-Exposure","A15","0.536","2.671","15.048","2","sho","power",0
"1621","A-059","Immediate Post-Exposure","C01","1.074","5.329","5.878","4","Sore","sore",1
"1622","A-059","Immediate Post-Exposure","C02","0.833","13.073","15.013","5","Chair","chair",1
"1623","A-059","Immediate Post-Exposure","C03","0.992","13.296","15.012","6","NO ANSWER","day",0
"1624","A-059","Immediate Post-Exposure","C04","0.684","10.526","15.015","4","Pot","pot",1
"1625","A-059","Immediate Post-Exposure","C05","1.638","4.674","9.713","3","Blind","blind",1
"1626","A-059","Immediate Post-Exposure","C06","1.454","7.513","15.014","4","NO ANSWER","candle",0
"1627","A-059","Immediate Post-Exposure","C07","1.133","1.729","15.115","2","NO ANSWER","cart",0
"1628","A-059","Immediate Post-Exposure","C08","1.32","3.781","15.013","3","NO ANSWER","camp",0
"1629","A-059","Immediate Post-Exposure","C09","0.627","14.196","14.646","5","Band","station",0
"1630","A-059","Immediate Post-Exposure","C10","1.907","6.747","15.012","3","NO ANSWER","mark",0
"1631","A-059","Immediate Post-Exposure","C11","0.625","1.443","15.019","2","NO ANSWER","gate",0
"1632","A-059","Immediate Post-Exposure","C12","0.857","1.917","15.12","2","NO ANSWER","field",0
"1633","A-059","Immediate Post-Exposure","C13","2.263","2.263","15.02","1","NO ANSWER","tow",0
"1634","A-059","Immediate Post-Exposure","C14","1.108","1.108","15.018","1","NO ANSWER","salad",0
"1635","A-059","Immediate Post-Exposure","C15","0.759","1.342","15.015","2","NO ANSWER","lip",0
"1636","A-058","Immediate Post-Exposure","B01","1.884","1.884","15.066","1","Watch","watch",1
"1637","A-058","Immediate Post-Exposure","B02","2.089","2.089","15.043","1","NO ANSWER","bill",0
"1638","A-058","Immediate Post-Exposure","B03","1.334","1.334","7.163","1","Sugar","sugar",1
"1639","A-058","Immediate Post-Exposure","B04","1.827","1.827","15.061","1","NO ANSWER","bank",0
"1640","A-058","Immediate Post-Exposure","B05","1.456","1.456","15.066","1","Crus","space",0
"1641","A-058","Immediate Post-Exposure","B06","1.984","1.984","15.051","1","Star","bowl",0
"1642","A-058","Immediate Post-Exposure","B07","10.58","10.58","15.244","1","NO ANSWER","ball",0
"1643","A-058","Immediate Post-Exposure","B08","1.979","1.979","9.797","1","Gas","gas",1
"1644","A-058","Immediate Post-Exposure","B09","7.168","7.168","15.051","1","dog","dog",1
"1645","A-058","Immediate Post-Exposure","B10","1.528","1.528","15.049","1","Sn","air",0
"1646","A-058","Immediate Post-Exposure","B11","2.379","2.379","14.032","1","Check","check",1
"1647","A-058","Immediate Post-Exposure","B12","0.822","0.822","15.088","1","NO ANSWER","post",0
"1648","A-058","Immediate Post-Exposure","B13","1.356","11.262","15.205","2","Steam","steam",1
"1649","A-058","Immediate Post-Exposure","B14","0","0","15.053","0","NO ANSWER","jelly",0
"1650","A-058","Immediate Post-Exposure","B15","3.278","3.278","15.059","1","R","broad",0
"1651","A-018","Pre-Exposure","C01","2.535","2.535","10.83","1","strep","sore",0
"1652","A-018","Pre-Exposure","C02","5.684","5.684","16.751","1","NO ANSWER","chair",0
"1653","A-018","Pre-Exposure","C03","2.735","12.65","15.224","2","NO ANSWER","day",0
"1654","A-018","Pre-Exposure","C04","3.36","4.441","8.492","2","pot","pot",1
"1655","A-018","Pre-Exposure","C05","11.005","11.005","15.053","1","NO ANSWER","blind",0
"1656","A-018","Pre-Exposure","C06","3.605","6.261","15.113","4","Candle","candle",1
"1657","A-018","Pre-Exposure","C08","2.452","2.452","9.114","1","CAMP","camp",1
"1658","A-018","Pre-Exposure","C09","0","0","10.03","0","NO ANSWER","station",0
"1659","A-018","Pre-Exposure","C10","4.061","4.061","9.354","1","answe","mark",0
"1660","A-018","Pre-Exposure","C11","7.438","7.438","15.042","1","NO ANSWER","gate",0
"1661","A-018","Pre-Exposure","C12","2.493","7.872","15.067","3","hH","field",0
"1662","A-018","Pre-Exposure","C13","6.154","6.154","15.154","1","T","tow",0
"1663","A-018","Pre-Exposure","C14","0","0","15.039","0","NO ANSWER","salad",0
"1664","A-018","Pre-Exposure","C15","4.886","8.202","15.181","2","R","lip",0
"1665","A-008","Immediate Post-Exposure","C01","0.899","0.899","4.412","1","sore","sore",1
"1666","A-008","Immediate Post-Exposure","C02","0.702","1.556","9.701","2","horse","chair",0
"1667","A-008","Immediate Post-Exposure","C03","1.436","2.327","9.74","2","day","day",1
"1668","A-008","Immediate Post-Exposure","C04","0.795","9.73","10.727","6","Pot","pot",1
"1669","A-008","Immediate Post-Exposure","C05","0.883","1.745","15.177","2","NO ANSWER","blind",0
"1670","A-008","Immediate Post-Exposure","C06","0.099","1.842","15.046","3","NO ANSWER","candle",0
"1671","A-008","Immediate Post-Exposure","C07","1.125","1.125","5.187","1","cart","cart",1
"1672","A-008","Immediate Post-Exposure","C08","0.878","1.736","6.135","2","camp","camp",1
"1673","A-008","Immediate Post-Exposure","C09","1.046","6.515","15.058","5","whee","station",0
"1674","A-008","Immediate Post-Exposure","C10","0.92","1.797","8.52","2","up","mark",0
"1675","A-008","Immediate Post-Exposure","C11","0.04","10.739","15.044","4","NO ANSWER","gate",0
"1676","A-008","Immediate Post-Exposure","C12","0.782","8.038","8.892","4","Road","field",0
"1677","A-008","Immediate Post-Exposure","C13","1.368","1.368","5.696","1","tow","tow",1
"1678","A-008","Immediate Post-Exposure","C14","0.736","1.759","5.546","2","can","salad",0
"1679","A-008","Immediate Post-Exposure","C15","0.173","1.627","15.202","2","NO ANSWER","lip",0
"1680","A-063","Immediate Post-Exposure","A01","0.86","5.881","11.864","5","Boat","boat",1
"1681","A-063","Immediate Post-Exposure","A02","0.802","13.301","13.875","4","Honey","honey",1
"1682","A-063","Immediate Post-Exposure","A03","1.023","8.586","12.444","4","Pillow","pin",0
"1683","A-063","Immediate Post-Exposure","A04","0.777","2.593","15.016","4","Tre","blue",0
"1684","A-063","Immediate Post-Exposure","A05","0.768","2.513","4.214","4","Glass","soap",0
