"","PID","Stage","Section","TimeFirstClick","TimeLastClick","TimeSubmission","TimeClickCount","Recall","RecencyDiscrim","Answer"
"633","A-051","Immediate Post-Exposure","Take13","33.15","315.422","403.916","6","When we walked in they took our 3D glasses from us. There was a spot for the ""Diva Star"" to get ready in a ""backstage"" like area. There was a man at a dentist chair looking thing that had a skull on it and he was yelling something like, ""I only have this part of my actress. I need the whole thing!"" ","4","Director's Chair"
"634","A-051","Immediate Post-Exposure","Crypt","7.157","248.302","325.783","9","We walked past a bunch of vampires. There was a bus at the entrance that we went through that had a bunch of fake corpses and flashing lights. There were a bunch of hanging fake corpses from the ceiling. Prisoner-esque people were jumping out through the bars of a jail cell. There was floor boards that shifted all weirdly. A dark tunnel of flashing lights through one of the hallways of the prison. ","1","Bus"
"635","A-051","Immediate Post-Exposure","Crypt","7.157","248.302","325.783","9","We walked past a bunch of vampires. There was a bus at the entrance that we went through that had a bunch of fake corpses and flashing lights. There were a bunch of hanging fake corpses from the ceiling. Prisoner-esque people were jumping out through the bars of a jail cell. There was floor boards that shifted all weirdly. A dark tunnel of flashing lights through one of the hallways of the prison. ","2","Jail Cells with Foliage / Nets"
"636","A-051","Immediate Post-Exposure","Crypt","7.157","248.302","325.783","9","We walked past a bunch of vampires. There was a bus at the entrance that we went through that had a bunch of fake corpses and flashing lights. There were a bunch of hanging fake corpses from the ceiling. Prisoner-esque people were jumping out through the bars of a jail cell. There was floor boards that shifted all weirdly. A dark tunnel of flashing lights through one of the hallways of the prison. ","3","Character coming Between Jail Cell Grates"
"637","A-051","Immediate Post-Exposure","Crypt","7.157","248.302","325.783","9","We walked past a bunch of vampires. There was a bus at the entrance that we went through that had a bunch of fake corpses and flashing lights. There were a bunch of hanging fake corpses from the ceiling. Prisoner-esque people were jumping out through the bars of a jail cell. There was floor boards that shifted all weirdly. A dark tunnel of flashing lights through one of the hallways of the prison. ","4","Up the Stairs"
"638","A-051","Immediate Post-Exposure","Crypt","7.157","248.302","325.783","9","We walked past a bunch of vampires. There was a bus at the entrance that we went through that had a bunch of fake corpses and flashing lights. There were a bunch of hanging fake corpses from the ceiling. Prisoner-esque people were jumping out through the bars of a jail cell. There was floor boards that shifted all weirdly. A dark tunnel of flashing lights through one of the hallways of the prison. ","5","Large Monsters over Railing"
"639","A-064","Immediate Post-Exposure","Delirium","0.667","206.152","241.225","16","Lots of art, people with white contacts and pretty dresses, 3d glasses i couldn't wear because they made my head spin, some guy saying his art will follow us wherever we go, a spinny tunnel that made me feel like i was going to fall off the bridge, small hallways, i saw this creepy spider that i thought was going to jump out at me, there were boxes of like body parts or something that the ladies were standing on ","1","Splatter Paint"
"640","A-064","Immediate Post-Exposure","Delirium","0.667","206.152","241.225","16","Lots of art, people with white contacts and pretty dresses, 3d glasses i couldn't wear because they made my head spin, some guy saying his art will follow us wherever we go, a spinny tunnel that made me feel like i was going to fall off the bridge, small hallways, i saw this creepy spider that i thought was going to jump out at me, there were boxes of like body parts or something that the ladies were standing on ","2","Get Glasses / Put on Glasses"
"641","A-064","Immediate Post-Exposure","Delirium","0.667","206.152","241.225","16","Lots of art, people with white contacts and pretty dresses, 3d glasses i couldn't wear because they made my head spin, some guy saying his art will follow us wherever we go, a spinny tunnel that made me feel like i was going to fall off the bridge, small hallways, i saw this creepy spider that i thought was going to jump out at me, there were boxes of like body parts or something that the ladies were standing on ","3","Spinning Tunnel"
"642","A-064","Immediate Post-Exposure","Delirium","0.667","206.152","241.225","16","Lots of art, people with white contacts and pretty dresses, 3d glasses i couldn't wear because they made my head spin, some guy saying his art will follow us wherever we go, a spinny tunnel that made me feel like i was going to fall off the bridge, small hallways, i saw this creepy spider that i thought was going to jump out at me, there were boxes of like body parts or something that the ladies were standing on ","4","Polka Dots"
"643","A-064","Immediate Post-Exposure","Delirium","0.667","206.152","241.225","16","Lots of art, people with white contacts and pretty dresses, 3d glasses i couldn't wear because they made my head spin, some guy saying his art will follow us wherever we go, a spinny tunnel that made me feel like i was going to fall off the bridge, small hallways, i saw this creepy spider that i thought was going to jump out at me, there were boxes of like body parts or something that the ladies were standing on ","5","Return Glasses"
"644","A-064","Immediate Post-Exposure","MachShop","1.169","226.393","249.197","5","it was super, super dark. body parts everywhere but i failed to see any butt cheeks which i believe are the most important part of the body. there was a shelf with shaking buckets on it, someone came around the back and scared me, lots of machine sounds, small hallways, i said ""no, no, no, no"" to an actor and they said ""yes, yes, yes, yes!"" and it was scary, another said ""give up your worthless flesh and become one with the machine"" and i politely declined, we had to line up shortest to tallest bc the halls were so slim and dark, the person letting people in told the shortest in line a secret, it was next to the greenhouse which is my favorite part of the day tour, it was in the death row cells which is another favorite part of mine of the penitentiary ","1","Chainsaw"
"645","A-064","Immediate Post-Exposure","MachShop","1.169","226.393","249.197","5","it was super, super dark. body parts everywhere but i failed to see any butt cheeks which i believe are the most important part of the body. there was a shelf with shaking buckets on it, someone came around the back and scared me, lots of machine sounds, small hallways, i said ""no, no, no, no"" to an actor and they said ""yes, yes, yes, yes!"" and it was scary, another said ""give up your worthless flesh and become one with the machine"" and i politely declined, we had to line up shortest to tallest bc the halls were so slim and dark, the person letting people in told the shortest in line a secret, it was next to the greenhouse which is my favorite part of the day tour, it was in the death row cells which is another favorite part of mine of the penitentiary ","2","Air Gun"
"646","A-064","Immediate Post-Exposure","MachShop","1.169","226.393","249.197","5","it was super, super dark. body parts everywhere but i failed to see any butt cheeks which i believe are the most important part of the body. there was a shelf with shaking buckets on it, someone came around the back and scared me, lots of machine sounds, small hallways, i said ""no, no, no, no"" to an actor and they said ""yes, yes, yes, yes!"" and it was scary, another said ""give up your worthless flesh and become one with the machine"" and i politely declined, we had to line up shortest to tallest bc the halls were so slim and dark, the person letting people in told the shortest in line a secret, it was next to the greenhouse which is my favorite part of the day tour, it was in the death row cells which is another favorite part of mine of the penitentiary ","3","Table Saw with Hand"
"647","A-064","Immediate Post-Exposure","MachShop","1.169","226.393","249.197","5","it was super, super dark. body parts everywhere but i failed to see any butt cheeks which i believe are the most important part of the body. there was a shelf with shaking buckets on it, someone came around the back and scared me, lots of machine sounds, small hallways, i said ""no, no, no, no"" to an actor and they said ""yes, yes, yes, yes!"" and it was scary, another said ""give up your worthless flesh and become one with the machine"" and i politely declined, we had to line up shortest to tallest bc the halls were so slim and dark, the person letting people in told the shortest in line a secret, it was next to the greenhouse which is my favorite part of the day tour, it was in the death row cells which is another favorite part of mine of the penitentiary ","4","Body Parts Hanging"
"648","A-064","Immediate Post-Exposure","MachShop","1.169","226.393","249.197","5","it was super, super dark. body parts everywhere but i failed to see any butt cheeks which i believe are the most important part of the body. there was a shelf with shaking buckets on it, someone came around the back and scared me, lots of machine sounds, small hallways, i said ""no, no, no, no"" to an actor and they said ""yes, yes, yes, yes!"" and it was scary, another said ""give up your worthless flesh and become one with the machine"" and i politely declined, we had to line up shortest to tallest bc the halls were so slim and dark, the person letting people in told the shortest in line a secret, it was next to the greenhouse which is my favorite part of the day tour, it was in the death row cells which is another favorite part of mine of the penitentiary ","5","Long Hallway with Strobes"
"649","A-056","Immediate Post-Exposure","Take13","0.821","242.511","246.098","21","there was a skull with teeth in its head. there was doctors, there was really short actors, there was air that shot out by yout feet scare you. people yelling. there possibly was  a guy who had a phone up against a skulls head amd was pretending like it was talking.","1","Man at Typewriter"
"650","A-056","Immediate Post-Exposure","Take13","0.821","242.511","246.098","21","there was a skull with teeth in its head. there was doctors, there was really short actors, there was air that shot out by yout feet scare you. people yelling. there possibly was  a guy who had a phone up against a skulls head amd was pretending like it was talking.","2","Dentist Chair"
"651","A-056","Immediate Post-Exposure","Take13","0.821","242.511","246.098","21","there was a skull with teeth in its head. there was doctors, there was really short actors, there was air that shot out by yout feet scare you. people yelling. there possibly was  a guy who had a phone up against a skulls head amd was pretending like it was talking.","3","Water Fountain"
"652","A-056","Immediate Post-Exposure","Take13","0.821","242.511","246.098","21","there was a skull with teeth in its head. there was doctors, there was really short actors, there was air that shot out by yout feet scare you. people yelling. there possibly was  a guy who had a phone up against a skulls head amd was pretending like it was talking.","4","Director's Chair"
"653","A-056","Immediate Post-Exposure","MachShop","0.844","128.236","244.049","15","there was lady in a red robe. a tall man in black popped out and scared me he was hidden in black fog I could not see him at all. had to walk down a few stairs, the small lady at the front was bald and tiny. there were showers possibly. ","1","Chainsaw"
"654","A-056","Immediate Post-Exposure","MachShop","0.844","128.236","244.049","15","there was lady in a red robe. a tall man in black popped out and scared me he was hidden in black fog I could not see him at all. had to walk down a few stairs, the small lady at the front was bald and tiny. there were showers possibly. ","2","Air Gun"
"655","A-056","Immediate Post-Exposure","MachShop","0.844","128.236","244.049","15","there was lady in a red robe. a tall man in black popped out and scared me he was hidden in black fog I could not see him at all. had to walk down a few stairs, the small lady at the front was bald and tiny. there were showers possibly. ","3","Table Saw with Hand"
"656","A-056","Immediate Post-Exposure","MachShop","0.844","128.236","244.049","15","there was lady in a red robe. a tall man in black popped out and scared me he was hidden in black fog I could not see him at all. had to walk down a few stairs, the small lady at the front was bald and tiny. there were showers possibly. ","4","Walk Through Box"
"657","A-056","Immediate Post-Exposure","MachShop","0.844","128.236","244.049","15","there was lady in a red robe. a tall man in black popped out and scared me he was hidden in black fog I could not see him at all. had to walk down a few stairs, the small lady at the front was bald and tiny. there were showers possibly. ","5","Long Hallway with Strobes"
"658","A-057","Immediate Post-Exposure","Delirium","3.434","311.146","324.803","43","'-started with clowns and neon colored paint
- the workers gave us 3D glasses and w e went over a bridge with spinning walls that made you feel disoriented
- Then we paused at an outside check point where they told us to remove the 3D glasses and put them into a box 
-We continued our way through the building with similar neon colored paint, actors wearing clown suits, and hanging bridges.
- There was also actors on elevated boxes wearing 60s style dresses, dancing.
","1","Art Canvas"
"659","A-057","Immediate Post-Exposure","Delirium","3.434","311.146","324.803","43","'-started with clowns and neon colored paint
- the workers gave us 3D glasses and w e went over a bridge with spinning walls that made you feel disoriented
- Then we paused at an outside check point where they told us to remove the 3D glasses and put them into a box 
-We continued our way through the building with similar neon colored paint, actors wearing clown suits, and hanging bridges.
- There was also actors on elevated boxes wearing 60s style dresses, dancing.
","2","Character Dancing on Raised Surface"
"660","A-057","Immediate Post-Exposure","Delirium","3.434","311.146","324.803","43","'-started with clowns and neon colored paint
- the workers gave us 3D glasses and w e went over a bridge with spinning walls that made you feel disoriented
- Then we paused at an outside check point where they told us to remove the 3D glasses and put them into a box 
-We continued our way through the building with similar neon colored paint, actors wearing clown suits, and hanging bridges.
- There was also actors on elevated boxes wearing 60s style dresses, dancing.
","3","Spinning Tunnel"
"661","A-057","Immediate Post-Exposure","Delirium","3.434","311.146","324.803","43","'-started with clowns and neon colored paint
- the workers gave us 3D glasses and w e went over a bridge with spinning walls that made you feel disoriented
- Then we paused at an outside check point where they told us to remove the 3D glasses and put them into a box 
-We continued our way through the building with similar neon colored paint, actors wearing clown suits, and hanging bridges.
- There was also actors on elevated boxes wearing 60s style dresses, dancing.
","4","Shaky floor / Bridge"
"662","A-057","Immediate Post-Exposure","Delirium","3.434","311.146","324.803","43","'-started with clowns and neon colored paint
- the workers gave us 3D glasses and w e went over a bridge with spinning walls that made you feel disoriented
- Then we paused at an outside check point where they told us to remove the 3D glasses and put them into a box 
-We continued our way through the building with similar neon colored paint, actors wearing clown suits, and hanging bridges.
- There was also actors on elevated boxes wearing 60s style dresses, dancing.
","5","Return Glasses"
"663","A-057","Immediate Post-Exposure","Crypt","4.939","259.163","275.645","20","'- Jail cells covered in vines and skulls on the floor. 
- Gas tanks releasing air and imitated electrical shocks
- An actor with a skull mask and a black cape hiding in between the cells
- A man wearing a red jump suit and makeup growling. 
- Decapitated arms and legs lining both sides of a wall
- A medal box with an animatronic inside shaking","1","Bus"
"664","A-057","Immediate Post-Exposure","Crypt","4.939","259.163","275.645","20","'- Jail cells covered in vines and skulls on the floor. 
- Gas tanks releasing air and imitated electrical shocks
- An actor with a skull mask and a black cape hiding in between the cells
- A man wearing a red jump suit and makeup growling. 
- Decapitated arms and legs lining both sides of a wall
- A medal box with an animatronic inside shaking","2","Jail Cells with Foliage / Nets"
"665","A-057","Immediate Post-Exposure","Crypt","4.939","259.163","275.645","20","'- Jail cells covered in vines and skulls on the floor. 
- Gas tanks releasing air and imitated electrical shocks
- An actor with a skull mask and a black cape hiding in between the cells
- A man wearing a red jump suit and makeup growling. 
- Decapitated arms and legs lining both sides of a wall
- A medal box with an animatronic inside shaking","3","Character coming Between Jail Cell Grates"
"666","A-057","Immediate Post-Exposure","Crypt","4.939","259.163","275.645","20","'- Jail cells covered in vines and skulls on the floor. 
- Gas tanks releasing air and imitated electrical shocks
- An actor with a skull mask and a black cape hiding in between the cells
- A man wearing a red jump suit and makeup growling. 
- Decapitated arms and legs lining both sides of a wall
- A medal box with an animatronic inside shaking","4","Floorboards Moves"
"667","A-057","Immediate Post-Exposure","Crypt","4.939","259.163","275.645","20","'- Jail cells covered in vines and skulls on the floor. 
- Gas tanks releasing air and imitated electrical shocks
- An actor with a skull mask and a black cape hiding in between the cells
- A man wearing a red jump suit and makeup growling. 
- Decapitated arms and legs lining both sides of a wall
- A medal box with an animatronic inside shaking","5","Large Monsters over Railing"
"668","A-059","Immediate Post-Exposure","Take13","0.968","219.068","260.5","6","Black and White movie, Director, Actress, Old timey, Woman in a Dress, Man near entrance mouthing the words played on the audio clip, Dressing room for the actress, The word ""Diva"" in the actress's room, not that scary, Actress following the man in the group in front of us, the man at the front of the attraction had formal wear, He was wearing a clear plastic mask","1","Man at Typewriter"
"669","A-059","Immediate Post-Exposure","Take13","0.968","219.068","260.5","6","Black and White movie, Director, Actress, Old timey, Woman in a Dress, Man near entrance mouthing the words played on the audio clip, Dressing room for the actress, The word ""Diva"" in the actress's room, not that scary, Actress following the man in the group in front of us, the man at the front of the attraction had formal wear, He was wearing a clear plastic mask","2","Dentist Chair"
"670","A-059","Immediate Post-Exposure","Take13","0.968","219.068","260.5","6","Black and White movie, Director, Actress, Old timey, Woman in a Dress, Man near entrance mouthing the words played on the audio clip, Dressing room for the actress, The word ""Diva"" in the actress's room, not that scary, Actress following the man in the group in front of us, the man at the front of the attraction had formal wear, He was wearing a clear plastic mask","3","Studio Mirror"
"671","A-059","Immediate Post-Exposure","Take13","0.968","219.068","260.5","6","Black and White movie, Director, Actress, Old timey, Woman in a Dress, Man near entrance mouthing the words played on the audio clip, Dressing room for the actress, The word ""Diva"" in the actress's room, not that scary, Actress following the man in the group in front of us, the man at the front of the attraction had formal wear, He was wearing a clear plastic mask","4","Director's Chair"
"672","A-059","Immediate Post-Exposure","Crypt","1.821","7.173","244.277","2","School bus with dead bodies, People tied hanging from the ceiling upside down, rattling box hanging from the ceiling that seemed like it had a person inside, there was more people getting in my face than at other sections, the actors had interesting patterns drawn on their faces, one of the actors said ""you're not scared are you"" and got in my face, the school bus with the dead bodies had only one or two live actors, there was some sections where there was props that looked like rotted bodies moving (they were behind a cell/cage), a couple of the actors made interesting growl noises, this section seemed to have a lot of rotting flesh","1","Bus"
"673","A-059","Immediate Post-Exposure","Crypt","1.821","7.173","244.277","2","School bus with dead bodies, People tied hanging from the ceiling upside down, rattling box hanging from the ceiling that seemed like it had a person inside, there was more people getting in my face than at other sections, the actors had interesting patterns drawn on their faces, one of the actors said ""you're not scared are you"" and got in my face, the school bus with the dead bodies had only one or two live actors, there was some sections where there was props that looked like rotted bodies moving (they were behind a cell/cage), a couple of the actors made interesting growl noises, this section seemed to have a lot of rotting flesh","2","Loud Box inside of Jail Cell"
"674","A-059","Immediate Post-Exposure","Crypt","1.821","7.173","244.277","2","School bus with dead bodies, People tied hanging from the ceiling upside down, rattling box hanging from the ceiling that seemed like it had a person inside, there was more people getting in my face than at other sections, the actors had interesting patterns drawn on their faces, one of the actors said ""you're not scared are you"" and got in my face, the school bus with the dead bodies had only one or two live actors, there was some sections where there was props that looked like rotted bodies moving (they were behind a cell/cage), a couple of the actors made interesting growl noises, this section seemed to have a lot of rotting flesh","3","Character coming Between Jail Cell Grates"
"675","A-059","Immediate Post-Exposure","Crypt","1.821","7.173","244.277","2","School bus with dead bodies, People tied hanging from the ceiling upside down, rattling box hanging from the ceiling that seemed like it had a person inside, there was more people getting in my face than at other sections, the actors had interesting patterns drawn on their faces, one of the actors said ""you're not scared are you"" and got in my face, the school bus with the dead bodies had only one or two live actors, there was some sections where there was props that looked like rotted bodies moving (they were behind a cell/cage), a couple of the actors made interesting growl noises, this section seemed to have a lot of rotting flesh","4","Up the Stairs"
"676","A-059","Immediate Post-Exposure","Crypt","1.821","7.173","244.277","2","School bus with dead bodies, People tied hanging from the ceiling upside down, rattling box hanging from the ceiling that seemed like it had a person inside, there was more people getting in my face than at other sections, the actors had interesting patterns drawn on their faces, one of the actors said ""you're not scared are you"" and got in my face, the school bus with the dead bodies had only one or two live actors, there was some sections where there was props that looked like rotted bodies moving (they were behind a cell/cage), a couple of the actors made interesting growl noises, this section seemed to have a lot of rotting flesh","5","Large Monsters over Railing"
"677","A-058","Immediate Post-Exposure","Take13","1.845","182.989","256.587","16","Opera singer in a red dress in her room, creepy dentist with a skull of teeth on a dentist chair, a man stroking a skull, had an asylum vibe. Lots of grey lighting and mist. There was dark figure that creeped low and the stood up in people's faces all of a sudden. ","1","Man at Typewriter"
"678","A-058","Immediate Post-Exposure","Take13","1.845","182.989","256.587","16","Opera singer in a red dress in her room, creepy dentist with a skull of teeth on a dentist chair, a man stroking a skull, had an asylum vibe. Lots of grey lighting and mist. There was dark figure that creeped low and the stood up in people's faces all of a sudden. ","2","Dentist Chair"
"679","A-058","Immediate Post-Exposure","Take13","1.845","182.989","256.587","16","Opera singer in a red dress in her room, creepy dentist with a skull of teeth on a dentist chair, a man stroking a skull, had an asylum vibe. Lots of grey lighting and mist. There was dark figure that creeped low and the stood up in people's faces all of a sudden. ","3","Water Fountain"
"680","A-058","Immediate Post-Exposure","Take13","1.845","182.989","256.587","16","Opera singer in a red dress in her room, creepy dentist with a skull of teeth on a dentist chair, a man stroking a skull, had an asylum vibe. Lots of grey lighting and mist. There was dark figure that creeped low and the stood up in people's faces all of a sudden. ","4","Lady in Red Robe"
"681","A-058","Immediate Post-Exposure","MachShop","1.477","300.383","337.309","25","First major scare was a man standing around the corner with a chain saw, in a room that was open and dark, then came a guy with a wrench talking about surrendering our flesh to the machine  (that was kind of the theme), then there was a caged in portion that had a fake limb on a table where I heard someone say ""I can smell your flesh burning"", then there was a furnace with a man continuing the theme of handing over flesh, and I think towards the end there was a small hallway where a bunch of fake limbs hanging by chains on the walls. ","1","Chainsaw"
"682","A-058","Immediate Post-Exposure","MachShop","1.477","300.383","337.309","25","First major scare was a man standing around the corner with a chain saw, in a room that was open and dark, then came a guy with a wrench talking about surrendering our flesh to the machine  (that was kind of the theme), then there was a caged in portion that had a fake limb on a table where I heard someone say ""I can smell your flesh burning"", then there was a furnace with a man continuing the theme of handing over flesh, and I think towards the end there was a small hallway where a bunch of fake limbs hanging by chains on the walls. ","2","Air Gun"
"683","A-058","Immediate Post-Exposure","MachShop","1.477","300.383","337.309","25","First major scare was a man standing around the corner with a chain saw, in a room that was open and dark, then came a guy with a wrench talking about surrendering our flesh to the machine  (that was kind of the theme), then there was a caged in portion that had a fake limb on a table where I heard someone say ""I can smell your flesh burning"", then there was a furnace with a man continuing the theme of handing over flesh, and I think towards the end there was a small hallway where a bunch of fake limbs hanging by chains on the walls. ","3","Table Saw with Hand"
"684","A-058","Immediate Post-Exposure","MachShop","1.477","300.383","337.309","25","First major scare was a man standing around the corner with a chain saw, in a room that was open and dark, then came a guy with a wrench talking about surrendering our flesh to the machine  (that was kind of the theme), then there was a caged in portion that had a fake limb on a table where I heard someone say ""I can smell your flesh burning"", then there was a furnace with a man continuing the theme of handing over flesh, and I think towards the end there was a small hallway where a bunch of fake limbs hanging by chains on the walls. ","4","Walk Through Box"
"685","A-058","Immediate Post-Exposure","MachShop","1.477","300.383","337.309","25","First major scare was a man standing around the corner with a chain saw, in a room that was open and dark, then came a guy with a wrench talking about surrendering our flesh to the machine  (that was kind of the theme), then there was a caged in portion that had a fake limb on a table where I heard someone say ""I can smell your flesh burning"", then there was a furnace with a man continuing the theme of handing over flesh, and I think towards the end there was a small hallway where a bunch of fake limbs hanging by chains on the walls. ","5","Gate Drop from Above"
"686","A-008","Immediate Post-Exposure","Delirium","4.304","230.934","287.229","14","there was a lot of neon color mostly bright green. There were fake gogo dancers with pigtails and black Chelsea boots. It was the least scary besides the crypt because the crypt sucked. There was fake radioactive splatter on the wall. There was fake glow in the dark and hula hoops. everybody wore masks. most of clothing of actors was white to show off neon. wore 3D glasses. held tabbis hand the whole time like my life depended on it. threw away glasses in bin when man in black suit and white button down and plain white face paint w glasses told me to at the end
","1","Splatter Paint"
"687","A-008","Immediate Post-Exposure","Delirium","4.304","230.934","287.229","14","there was a lot of neon color mostly bright green. There were fake gogo dancers with pigtails and black Chelsea boots. It was the least scary besides the crypt because the crypt sucked. There was fake radioactive splatter on the wall. There was fake glow in the dark and hula hoops. everybody wore masks. most of clothing of actors was white to show off neon. wore 3D glasses. held tabbis hand the whole time like my life depended on it. threw away glasses in bin when man in black suit and white button down and plain white face paint w glasses told me to at the end
","2","Character Dancing on Raised Surface"
"688","A-008","Immediate Post-Exposure","Delirium","4.304","230.934","287.229","14","there was a lot of neon color mostly bright green. There were fake gogo dancers with pigtails and black Chelsea boots. It was the least scary besides the crypt because the crypt sucked. There was fake radioactive splatter on the wall. There was fake glow in the dark and hula hoops. everybody wore masks. most of clothing of actors was white to show off neon. wore 3D glasses. held tabbis hand the whole time like my life depended on it. threw away glasses in bin when man in black suit and white button down and plain white face paint w glasses told me to at the end
","3","Spinning Tunnel"
"689","A-008","Immediate Post-Exposure","Delirium","4.304","230.934","287.229","14","there was a lot of neon color mostly bright green. There were fake gogo dancers with pigtails and black Chelsea boots. It was the least scary besides the crypt because the crypt sucked. There was fake radioactive splatter on the wall. There was fake glow in the dark and hula hoops. everybody wore masks. most of clothing of actors was white to show off neon. wore 3D glasses. held tabbis hand the whole time like my life depended on it. threw away glasses in bin when man in black suit and white button down and plain white face paint w glasses told me to at the end
","4","Shaky floor / Bridge"
"690","A-008","Immediate Post-Exposure","Delirium","4.304","230.934","287.229","14","there was a lot of neon color mostly bright green. There were fake gogo dancers with pigtails and black Chelsea boots. It was the least scary besides the crypt because the crypt sucked. There was fake radioactive splatter on the wall. There was fake glow in the dark and hula hoops. everybody wore masks. most of clothing of actors was white to show off neon. wore 3D glasses. held tabbis hand the whole time like my life depended on it. threw away glasses in bin when man in black suit and white button down and plain white face paint w glasses told me to at the end
","5","Snake on Ledge"
"691","A-008","Immediate Post-Exposure","MachShop","2.3","226.246","270.437","5","This was the scariest section to me. lots of gears and grinding sounds. loud ouffs of air. vapor everywhere on ground. dead bodies and lots of torsos hanging from walls. mentions of cannibalism I think. wall of skin with some faces and body parts coming through and walk across a metal grate. There were sliding plates on the floor which made it suck to walk. entered outside area with woman holding long hammer thing with a bun and a red coat. held tabbis hand very hard. wall of black doorways. nobody popped thru those but there was a guy who touched me at the end ","1","Chainsaw"
"692","A-008","Immediate Post-Exposure","MachShop","2.3","226.246","270.437","5","This was the scariest section to me. lots of gears and grinding sounds. loud ouffs of air. vapor everywhere on ground. dead bodies and lots of torsos hanging from walls. mentions of cannibalism I think. wall of skin with some faces and body parts coming through and walk across a metal grate. There were sliding plates on the floor which made it suck to walk. entered outside area with woman holding long hammer thing with a bun and a red coat. held tabbis hand very hard. wall of black doorways. nobody popped thru those but there was a guy who touched me at the end ","2","Paint Cans"
"693","A-008","Immediate Post-Exposure","MachShop","2.3","226.246","270.437","5","This was the scariest section to me. lots of gears and grinding sounds. loud ouffs of air. vapor everywhere on ground. dead bodies and lots of torsos hanging from walls. mentions of cannibalism I think. wall of skin with some faces and body parts coming through and walk across a metal grate. There were sliding plates on the floor which made it suck to walk. entered outside area with woman holding long hammer thing with a bun and a red coat. held tabbis hand very hard. wall of black doorways. nobody popped thru those but there was a guy who touched me at the end ","3","Table Saw with Hand"
"694","A-008","Immediate Post-Exposure","MachShop","2.3","226.246","270.437","5","This was the scariest section to me. lots of gears and grinding sounds. loud ouffs of air. vapor everywhere on ground. dead bodies and lots of torsos hanging from walls. mentions of cannibalism I think. wall of skin with some faces and body parts coming through and walk across a metal grate. There were sliding plates on the floor which made it suck to walk. entered outside area with woman holding long hammer thing with a bun and a red coat. held tabbis hand very hard. wall of black doorways. nobody popped thru those but there was a guy who touched me at the end ","4","Walk Through Box"
"695","A-008","Immediate Post-Exposure","MachShop","2.3","226.246","270.437","5","This was the scariest section to me. lots of gears and grinding sounds. loud ouffs of air. vapor everywhere on ground. dead bodies and lots of torsos hanging from walls. mentions of cannibalism I think. wall of skin with some faces and body parts coming through and walk across a metal grate. There were sliding plates on the floor which made it suck to walk. entered outside area with woman holding long hammer thing with a bun and a red coat. held tabbis hand very hard. wall of black doorways. nobody popped thru those but there was a guy who touched me at the end ","5","Gate Drop from Above"
"696","A-063","Immediate Post-Exposure","Delirium","1.006","229.689","248.853","20","We wore glasses that made cool 3D effects on the walls and paints. There were fun colors. I remember a spider, breaks/cracks on walls. Pipes and tubes. Orange and green paint. People dancing in the front and end. Green and orange were the main themes, maybe the only colors. ","1","Splatter Paint"
"697","A-063","Immediate Post-Exposure","Delirium","1.006","229.689","248.853","20","We wore glasses that made cool 3D effects on the walls and paints. There were fun colors. I remember a spider, breaks/cracks on walls. Pipes and tubes. Orange and green paint. People dancing in the front and end. Green and orange were the main themes, maybe the only colors. ","2","Get Glasses / Put on Glasses"
"698","A-063","Immediate Post-Exposure","Delirium","1.006","229.689","248.853","20","We wore glasses that made cool 3D effects on the walls and paints. There were fun colors. I remember a spider, breaks/cracks on walls. Pipes and tubes. Orange and green paint. People dancing in the front and end. Green and orange were the main themes, maybe the only colors. ","3","Large Spiders"
"699","A-063","Immediate Post-Exposure","Delirium","1.006","229.689","248.853","20","We wore glasses that made cool 3D effects on the walls and paints. There were fun colors. I remember a spider, breaks/cracks on walls. Pipes and tubes. Orange and green paint. People dancing in the front and end. Green and orange were the main themes, maybe the only colors. ","4","Polka Dots"
"700","A-063","Immediate Post-Exposure","Delirium","1.006","229.689","248.853","20","We wore glasses that made cool 3D effects on the walls and paints. There were fun colors. I remember a spider, breaks/cracks on walls. Pipes and tubes. Orange and green paint. People dancing in the front and end. Green and orange were the main themes, maybe the only colors. ","5","Return Glasses"
"701","A-063","Immediate Post-Exposure","Crypt","0.915","144.9","241.493","5","Crypt had a long walk, people yelling. Lots of cells. Sparks, a generator that said high voltage. People popping out of walls and suddenly behind you. There were bodies hanging upside down while someone walks towards us with flashing lights. ","1","Bus"
"702","A-063","Immediate Post-Exposure","Crypt","0.915","144.9","241.493","5","Crypt had a long walk, people yelling. Lots of cells. Sparks, a generator that said high voltage. People popping out of walls and suddenly behind you. There were bodies hanging upside down while someone walks towards us with flashing lights. ","2","Jail Cells with Foliage / Nets"
"703","A-063","Immediate Post-Exposure","Crypt","0.915","144.9","241.493","5","Crypt had a long walk, people yelling. Lots of cells. Sparks, a generator that said high voltage. People popping out of walls and suddenly behind you. There were bodies hanging upside down while someone walks towards us with flashing lights. ","3","Character coming Between Jail Cell Grates"
"704","A-063","Immediate Post-Exposure","Crypt","0.915","144.9","241.493","5","Crypt had a long walk, people yelling. Lots of cells. Sparks, a generator that said high voltage. People popping out of walls and suddenly behind you. There were bodies hanging upside down while someone walks towards us with flashing lights. ","4","Up the Stairs"
"705","A-063","Immediate Post-Exposure","Crypt","0.915","144.9","241.493","5","Crypt had a long walk, people yelling. Lots of cells. Sparks, a generator that said high voltage. People popping out of walls and suddenly behind you. There were bodies hanging upside down while someone walks towards us with flashing lights. ","5","Large Monsters over Railing"
