Values,Attention Deployment,Response Modulation,Reappraisal,Correct,Reg,RegDesc,EventKey,EventDesc,Emotion,Intense
2669,1,0,0,1,Decrease,I tried to get through the room as fast as possible and keep moving forward focusing on where I was walking ,Freezer, The freezer with the hanging bodies  was the most scared I was in any section. I remember again being uneasy that I couldn't see and the bodies were swinging so I felt like I was gonna knock into them. And while I was focused on how to avoid the bodies I was aware that there was a live actor near me. I think they could tell I was uneasy and he got in my ear and started growling.I laughed/screamed and I remember regretting it because I knew he would follow me and he did. I was too scared to look at his face and also wanted to keep facing forward so I wouldn't knock into anything so even though I knew he was near me it was hard to tell how close. Right before I exited the room her growled again and I screamed again. ,scared,4
2345,0,0,0,1,Decrease,Tried to get my footing and stabilize myself by standing still,floorboards ,"the moving floor after going up the stairs, there were a few square panels on the ground that shifted underfoot side to side.",panicked,4
2627,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",jail cell ,characters were hanging within jail cells. they moved about in a slow manner and then did a jump scare and/or made noises. ,scared,2
1356,0,1,0,1,Decrease,I tried to calm myself down ,nervewracking ,walking through the door was immediatley distressing for me since it was very dark and hard to tell where to go next. I saw a shadow of a person in the room next to the first room we were in that put me on high alert right from the start. ,fearful,2
117,0,0,1,1,Decrease,I reminded myself I would hear lots of loud noises and even though I dislike them that I've experienced it before and can get through it,loud,The chain saw,annoyed,3
2220,0,0,0,1,Decrease,by finding my friends,anxiety,the man started walking behind us down the ramp with a chain saw. there was a smell of gas ,nervous,3
3407,0,0,1,1,Decrease,"By telling myself that the bodies were fake and they weren't going to hit me, although it felt like they were going to.",hanging,"There were hanging bodies from the ceiling towards the end, they were dangling with chains upside down swinging back and forth. There were black and white strobe lights going in and out.",worried,4
2012,1,0,0,1,Increase,We continued to re-hash and joke about the funny interaction that was had between a participant and the actor.,bus,"in The Crypt bus, there were bodies hidden in the dark flashing lights that were completely still, and it was difficult to know whether they were ""dead"" or ""alive."" i remember feeling scared that one of them might get up and start moving towards me. i believe some of them did towards other people. i kept moving through it slowly, overwhelmed by the light and dark flashes while there were mysterious objects present throughout the room.",joyful,2
2362,1,0,1,1,Decrease,I tried to breathe through being scared and remind myself they were actors or props and couldn't touch me ,Bus,"Walking through the bus- I remember flashing lights and having a hard time seeing, I was afraid of the people sitting in the seats and spend time trying to figure out whether or not they were real but it was really hard to tell because of the flashing lights. I remember at the end there was one real actor that jumped at the person in front of me and I was thankful that it wasn't me so I wouldn't scream. ",paranoid,3
3217,0,1,1,1,Decrease,I tried to calm myself down by reminding myself that them being in my face was not a big deal. They were actors trying to make the experience fun for me (which they did). ,laugh,"I was at the back of the group and the actor scared the person in front of me but failed to make me jump. The actor went up to me and said ""you're not scared are you."" He then followed me for a little bit and snarled in my face. The snarling in the face caused me to laugh. I'm not sure why I laughed but I laughed every time the actors got in my face. I think it was because I was a bit uncomfortable with having the actor so close to my face. ",uncomfortable,2
1376,0,0,0,1,Decrease,I tried to walk faster towards the end of the bus and avoid looking at the fake bodies ,bus,the bus with the flashing lights and fake bodies sitting in the seats ,fearful,2
2955,0,0,1,1,Decrease,Just told myself he cant hit me,Pipe,Everyone after that point had a pipe or a crowbar and threatend to hit you,surprised,2
1750,0,0,0,1,Increase,look to friends,fun,walking through elevated box,happy,3
557,0,0,0,1,Decrease,I tried to get through the bus quickly ,Narrow,There was a person in the beginning of the narrow bus that jump scared me by coming up in my face with flashing dim lights.,claustrophobic,2
2113,1,1,0,1,Decrease,"Sang to myself, laughed, talked out loud to myself",Bars,"Walkin though the section in the crypt with bars floor to ceiling, foliage on them, and actors reaching through the bars and trying to scare us",nervous,1
1541,0,0,0,1,Decrease,By running away and screaming,chase,"I was being chased by someone. I tried to ignore them, but they kept following me. I screamed and ran faster until I lost them",fearful,3
3099,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",chain saw ,character chasing with a chain saw. ,terrified,3
346,1,0,0,1,Decrease,I just went through as quickly as possible and stared at my feet and kept my hand on the rail.,Dizzy,"In the first section, there was a tunnel that felt like it was spinning. When I went in I thought I would fall or trip and made sure to look down at my feet to make sure I was walking correctly. I also remember hanging on to the rail",anxious,1
355,0,0,1,1,Decrease,i tried to remember that no one could touch me and there was no way i could get hurt,chains,"the third was when we were walking through the walk through box thing and there was an actor there with an axe or something in his hand and he got right in my ear and said ""give up your worthless flesh and become one with the machine!"" to which i politely declined and walked on ",anxious,3
710,0,0,0,1,Decrease,I wasn't able to see at first but once I started blinking I was able to see what was happening,Lights,The room with the strobe lights that had bodies hanging. There was someone that would slowly walk up as I walked,confused,3
3230,1,0,0,1,Decrease,"I attempted to do it by not looking at what was making me feel uneasy, nor think about it.",Unsettling,"The most emotionally evocative was the smashing machine. There was someone beside it saying about the smashing machine, but I didn't pay attention because it was dawning on me what the machine was, and I could see the gore as we entered the room. It was emotional for me because, more than anything else in the shop, this piece degraded humans into mush and goo, which is very striking for me. It truly got to the point where I was a little uncomfortable.",uneasiness,3
1633,0,0,0,1,Decrease,Same as above ,Bus,"I hates the bus. The strobe lights were disorienting and the passage between the seats was really narrow, so I felt a little claustrophobic ",frustrated,3
3047,1,0,0,1,Increase,"Once I noticed that I was feeling tense, I attempted to intensify my feelings by focusing on the subject more. The spookiness of the figures was the closest I had felt to feeling ""scared"" that night (beyond jump scares)  so I wanted to intensify that feeling.",demon,"the second evocative event was seeing the two large demonic looking figures that were hanging from the cieling in the main penetentiary hallway  wherethe jail cells were. they had long saggingrags on their bodies and long hands fingers i believe. Big heads. they were silhouetted by the lights below them and no lightsabove them. UNDErneath them was the netted area with foliage and chains and cages with piles of body parts in them. I liked the composition of the scene, I thought it looked rather pretty in addition to it feeling rather eerie, chilly, spooky. Crawling on my spine feeling.
",tense,3
1557,0,0,0,1,Decrease,I ran out of the room away from the attraction. ,Terrifyingly realistic ,I remember dentist man saying creepy things and I could hear the dental noises in the background which terrified me. They sounded like actual dental noises. ,fearful,2
2370,1,0,0,1,Decrease,took a deep breath and walked fast,unpredictable,Walking through the bus and seeing a couple people sitting with their face down. I was scared because I didn't know of the person was real or not. ,petrified,3
2042,0,0,1,1,Decrease,walking past him quickly and knowing he wouldn't hurt us ,stapler,There was a man slamming a stapler or something on the desk making a loud banging noise. He was at the desk with the typewriter. I think this was in the take 13 section.,jumpy,2
3186,1,0,0,1,Decrease,"The uncertainty was whether or not the person who ran by quickly with the saw would run back or pop back from a window, so I was head on a swivel looking to see if they were coming back.",Saws,The second was the smell of the gasoline just before walking outside of the building to the woman running with the chainsaw.  I think I remembered this the most cause it reminded me of shift change at the firehouse when the crew starts up the saws.,uncertain,1
1032,0,0,0,1,Decrease,"Because I bumped into the person in front of me, I apologized and attempted to continue through the rest of the strobe room without doing it again. ",Strobe,"We were walking down the hall with strobe lights, and my eyes were having trouble adjusting at the start. Because of this, I bumped into the person in front of me which caused some stress. Immediately after, an actor quickly approached me face-to-face.",embarrassed,2
828,1,0,0,1,Decrease,"I knew that my actions at the event were limited by what we could do for the study, so I knew that feeling disappointed would be just be an unproductive feeling. With this reminder, I also distracted myself with whatever we did next.",capone,I remember as we were leaving the crypt and seeing alcapones cell exhibit and thinking about when I had been here before and seen the exhibit. I was curious how they had changed it for the Halloween exhibit. But we didn't go see it.,disappointed,1
1749,0,0,0,1,Increase,i didnt,fear,the second emotional event that occured was when they started popping out of the cells and following us around.,happy,4
2948,0,0,0,1,Decrease,"Laughed off as a ""you got me"" moment",Sledgehammer,"As I mentioned earlier, immediate entry was what I remember most, and the part specifically was the actor who swung a sledgehammer from behind a wall in the face of the girl in front of me.  Honestly I feel like I probably remember this the most cause the girl is my girlfriend and I've worked with sledgehammers so I got a little defensive and wanted to step in and make sure nothing happened.  ",surprised,4
2083,1,0,0,1,Decrease,Focused on my ability to leave the room,overwhelming,trying to navigate the meat freezer with strobe lights and hanging bodies and a woman screaming next to me,lost,3
631,0,0,1,1,Decrease,I understood how I was being held behind to mess with me ,scary,"the second actor who was in the second room of the machine shop singled me out as I was the second person in line, and wouldn't let me pass until the other four people behind me passed and it was very uncomfortable. ",confused,1
158,1,0,0,1,Decrease,Looking out for characters in dark,Jarring,A dark room that was almost pitch black and the sound of chainsaws,anticipation,4
3141,0,0,0,1,Decrease,I tried to move around more,Alarming,The man tried to hit me with a sledgehammer and then pulled back at the last second. ,tired,4
329,1,0,0,1,Decrease,I blocked my ears and tried not to focus on how loud the sounds were. ,startling,The loud banging noises that would occur every five seconds. ,anxious,3
780,1,0,0,0,Increase,Looked at the notes on the desk and tried to find clues,Detective,Man dressed as detective looked at a wall with a magnifying glass,curious,3
3335,0,0,0,1,Decrease,by walking awa quickly,anxiety,the man started walking behind us down the ramp with a chain saw. there was a smell of gas ,urgency,4
1358,0,0,0,1,Decrease,I screamed to release my pent up fright,Gargled,"Another actor shouted at on coming participants and grumbled, making unnatural/gargling noises. This was especially emotionally evocative.",fearful,3
2359,1,0,0,1,Decrease,tried to see my surroundings clearer to better anticipate what was coming  ,surprising ,when we walked into the freezer portion some dude was like hissing and yelling and then he like ran right next to me and hissed like in my ear through all the bodies and through the strobe lights. ,paranoid,1
183,0,0,0,1,Increase,Tried to avoid looking ahead to see where the jumps are was gonna happen,Bus,"We walked through a school bus full of dolls and smoke and strobing lights, and then someone jumped out at us after we got off the bus and banged on a fence.",anticipation,4
958,1,0,0,1,Decrease,controlling my breathing,strobe hallway,we walked down a long hallway with strobe lights in machine shop,disoriented,3
151,1,0,0,1,Decrease,looked ahead and focused on something else,covid dude,I walked past a man that was talking to us and he told one of us to put our mask up,annoyed,1
765,1,0,1,1,Decrease,I kept looking around to try and understand what was going on,Surreal,"I would say the man running through the fog, strobe-lit passage. It was surreal the way in which he scuttled around like a child with a strange weapon. It reminded me of some memories from when I was a child.",curious,2
1142,1,0,1,1,Increase,I tried to really look at everything and put myself in a scary state of mind because i wanted to get scared,delirium,the first event was cool because the art around the inside of the place was super bright and popped off the walls with the 3d glasses.,excited,2
2874,1,0,0,1,Decrease,my focusing on the funny part of what has happening ,Funny,The dude who came up to use early in the walk through and blocked our path then I just walked around him as he bothered the others in the study.,startled,3
417,0,0,0,1,Decrease,I meant to type that I did not,unbalancing?,I noticed that the floor moved as I took a step forward. The person a head of me also noticed and looked down which further directed my attention.,apprehensive,3
194,1,0,0,1,Decrease,tried to think about other things,nervous,Getting followed by the big man with a chainsaw,anxious,3
383,0,0,0,1,Decrease,following behind the group ,dentist,there was a dentist who threatened to pull out our teeth.,anxious,2
1713,1,0,1,1,Increase,I love being at the firehouse and working there so by focusing on this feeling it made me less scared of the unknown environment.,Saws,The second was the smell of the gasoline just before walking outside of the building to the woman running with the chainsaw.  I think I remembered this the most cause it reminded me of shift change at the firehouse when the crew starts up the saws.,happy,2
3270,1,0,0,1,Decrease,I recovered by taking deep breaths,Shake,There was a very loud moving box that was frosted and shook intensely.,unexpected,4
409,0,0,0,0,Decrease,I forced myself to hurry on and get it over with.,Jokes,We walked through the first room of delirium and Dara and I joked that it was a Tyler installation and cut the tension.  But then we walked out and saw it was clowns themed and were immediately put back in our place.,apprehensive,3
3436,0,0,1,1,Decrease,By remembering that they weren't really allowed to harm us and they were just people in costumes.,chainsaw,When we turned the corner to get to the outside part there was a man with a chainsaw who started yelling and chasing us while using the chainsaw.,worried,3
29,0,0,1,1,Decrease,I was afraid of something grabbing me where I couldn't see below the smoke level but reduced the fear by reminding myself we could not be touched in the scenes.,Smoke,"The first event was the scene in Delirium that had the smoke filled room and neon lasers about, with the smoke really settling on a fine and identifiable level/layer within the height of the room.  I was surprised with how much I could see considering how dark the room was and how much smoke there was. ",afraid,2
2050,1,0,0,1,Decrease,I tried to get through the room as fast as possible and keep moving forward focusing on where I was walking ,Freezer, The freezer with the hanging bodies  was the most scared I was in any section. I remember again being uneasy that I couldn't see and the bodies were swinging so I felt like I was gonna knock into them. And while I was focused on how to avoid the bodies I was aware that there was a live actor near me. I think they could tell I was uneasy and he got in my ear and started growling.I laughed/screamed and I remember regretting it because I knew he would follow me and he did. I was too scared to look at his face and also wanted to keep facing forward so I wouldn't knock into anything so even though I knew he was near me it was hard to tell how close. Right before I exited the room her growled again and I screamed again. ,jumpy,4
3258,0,0,1,1,Decrease,saying it was just his costume ,clown,"walking through the tunnel in the first attraction, there was a clown at the end that gave me a lot of anxiety",uneasy,2
3303,1,0,0,1,Increase,"I started to look around to see if any of the skeletons were moving so I would be prepared when one jumped out, which I knew would only make me more paranoid.",Bus,The man hiding at the back of the bus who jumped out at me,unsettled,3
3387,0,0,1,1,Decrease,Reminding myself I was actually waking on the ground reduced some of that worry ,Eerie ,Walking through the strobe light area in the Machine shop made me feel like I was floating in a bakery precarious place. Like you’re in the dark and your feet aren’t touching the ground ,worried,2
2027,1,0,0,1,Decrease,by slowing my breathing ,frightened,there was a man who slide open a window and popped out. in a skinny hall way.,jumpy,3
152,0,0,0,1,Decrease,I wanted to take my time but obvi that’s not the point so I just let go of my need to revel in the arts.,gallery,the art gallery was cool. I really wanted to take my time and look at all the photos but I understand that wasn’t part of the assignment. the glasses were really fun to use. ,annoyed,3
2419,0,0,0,1,Decrease,I reminded myself that in order to continue with the group I had to keep walking forward and I could not turn around and run back.,Loud,The chainsaw man on the ramp. His chainsaw made very loud noise and he chased us down the very narrow and thin ramp.,reluctant,4
919,1,1,0,0,Decrease,"reassured myself, talked to mysef, singing",hanging,"meat carcass room, there was the room with one live actor and strobe lights and a bunch of fake bodies hanging from their feet from the ceiling. the man scared the person in front of me, and was talking about blood and meat",disoriented,3
1137,0,0,0,1,Increase,I really wanted to try to refrain from hugging my friend so I could get a better scare,Intense,"I would say the third event was the crate dropping, it did get my heart racing but I heard it and say it coming even before I got to that part of the tour.",excited,3
2585,0,0,0,1,Increase,i attempted to intensify it by anticipating more scary actors to come and pop out. ,creepy,"when i was walking towards the area with the person laying on the table, there was someone else by them scaring people as you entered the room so i didn't expect there to be someone else it was more of a suprise than scare ",scared,1
3260,1,0,0,1,Increase,I took a couple deep breath’s from my stomach,Anxious ,The fourth emotion I was feeling was nervous strictly because I did not know what was going to pop up in the corner is when I could not see them,uneasy,1
1589,0,0,0,1,Decrease,holding m’y friends ,scream,while waiting outside of machine chope there was a scream from a woman. it made my hairs on the back of my neck stand up ,freakedout,2
1556,0,0,0,1,Decrease,look around at others having a good time,creepy,walking through the hallway with the jail cells and the actors jumping thru the cells,fearful,1
1555,0,0,0,1,Decrease,I attempted to reduce it by sliding past the guy slowly to avoid touching him so that I could move on,hanging-man,the hanging man that was like laying across the place we were walking and we had to like sneak around him and I literally thought he was going to grab us or fall into us or something,fearful,3
359,0,0,0,1,Decrease,Same as above ,Strobe,Strobe Light hallway. Both for its overwhelming sensory component and the fact that it was the first time we’d seen the cells clearly and I remembered where I was,anxious,2
2844,1,0,1,0,Decrease,Taking a breath and reorienting myself,Tablesaw,"The hand in the table saw made my skin crawl a bit, both because it is one of those freak accidents I am prone to have intrusive thoughts about and it was paired with hearing someone say ""I can smell your flesh burn""",startled,2
1513,0,0,1,1,Decrease,Remembering they cant touch me so I should not touch them,Bus,FIrst event was the bus. Going on to a dark bus with a bunch of random fake dolls on it and some actors placed in screaming and being weird,fearful,3
1965,1,0,0,1,Increase,"I enjoyed the feeling of being scared, I tried not to check my surroundings as much as I did initially because I noticed I was checking my sides and knew people were coming",Loud,"I would say walking through the long hallway on the way out, I did not know when people were hiding and going to jump out. Everyone was dressed in black and I did not know if they were going to jump out. I knew it was coming but did not know when which got my heart racing the most",jittery,3
977,0,0,0,1,Increase,I simply stood a little bit taller and kept my eyes forward,Loud,The air gun and chainsaw was the loudest thing really jarring g that I remember. I felt my heart rate rise above normal and started to sweat a bit. The loud banging was also ,disturbed,1
140,0,0,0,1,Decrease,I covered my ears over the sound of the chainsaw,Loud,Walking past the guy with the chainsaw,annoyed,3
2591,0,0,1,1,Decrease,I just thought to myself that they couldn't touch me,Lights,The room with the strobe lights that had bodies hanging. There was someone that would slowly walk up as I walked,scared,1
1249,0,0,1,1,Increase,"Since this reminded me of shift change at the firehouse, I thought about being there at the start of shift and that smell.",Saws,The second was the smell of the gasoline just before walking outside of the building to the woman running with the chainsaw.  I think I remembered this the most cause it reminded me of shift change at the firehouse when the crew starts up the saws.,familiar,4
3241,1,0,0,1,Decrease,deep breaths,strange,The first emotionally-evocative event that occurred within Machine Shop was the woman host in the beginning that let us into the attraction. She had a eye contact in that completely whited out one of her eyes and that kind of freaked me out. ,uneasy,4
2193,1,1,0,1,Decrease,I tried to calm myself down because I wanted to enjoy the next scares coming up. I took deep breaths to slow my heart down more,Intense,"I would say the third event was the crate dropping, it did get my heart racing but I heard it and say it coming even before I got to that part of the tour.",nervous,3
3,1,0,0,0,Increase,Commenting on boots to actresses,Boots,Cool go go boots on elevated dancers in delirium ,admiration,1
3128,0,0,0,1,Increase,I remember tightly crossing my arms in attempt to self soothe and embrace from what might happen,tense,The second thing that happened to me was a big blast of air on my legs that I thought was someone or something grabbing me. I was already fearful for the event as the bus had already creeped me out and I was definitely on edge. ,tight muscles and body language,4
2615,0,0,1,1,Decrease,I attempted to reduce it by telling myself to not be scared that it's not real. ,loud ,The second event was the guy with a chain-saw coming at you. ,scared,3
2544,0,0,0,1,Decrease,prepare myself for what was coming ,surprising ,when we walked into the freezer portion some dude was like hissing and yelling and then he like ran right next to me and hissed like in my ear through all the bodies and through the strobe lights. ,scared,1
1241,0,0,0,1,Increase,Set standards for what the event would be like in my head,Dread,'-there was a man in the second one we went through that would walk diagonal across the room and jump and scare the people exiting the room and the people in the room,expectant,3
1326,0,0,1,1,Decrease,by reminding myself that the actors could not touch me,scary,"Walking through the bus, I was scared because I wasn't sure if anyone would jump out at me or not. The strobe lights added more effect to it. ",fearful,3
2654,1,0,1,0,Decrease,I tried looking around all over me to see what was going to happen and to tell myself it's all fake. ,scary ,The first event that happens is a two guys pop out at you. ,scared,3
3219,1,1,0,0,Decrease,"I talked to make its seem as if I was cool calm and collected, making jokes etc",Hallway,"There was a long hallway on the walk out that was strobe lit and had lots of potential for pop out scares, which really get me. I was Quite SPooked",uncontrolled,3
3087,0,0,0,1,Decrease,I attempted to reduce it by walking faster so I could get out. ,meat,the fricken meat locker had me in shambles I kept being afraid they were gonna hit me when they were hanging and they were lowkey holographic and I couldn't tell if they were real or not but there were also like people in the corners that were like yelling at us and stuff,terrified,4
265,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",shower/tub,body parts in a shower/tub ,anxious,1
1360,0,0,0,1,Decrease,I attempted to reduce it by walking fast with my friends and trying to ignore it. ,loud,The second event I can remember is when there was a loud box that had a man inside it getting electrocuted. It was shaking aggressively. ,fearful,4
1085,0,0,0,1,Increase,i attempted to amplify my excitement by intentionally walking on it to make the floor slide but it was much cooler when it was a surprise,floor,the moving floor caught me by surprise. It was disorienting to step on the floor and have it move when you were not expecting it. the floor was made of metal tiles that i guess were on a roller or something that allowed them to slide forward and backward while you were walking across them.,excited,2
3040,1,0,0,0,Decrease,I tried to make jokes to make it seem less scary.,Jokes,We walked through the first room of delirium and Dara and I joked that it was a Tyler installation and cut the tension.  But then we walked out and saw it was clowns themed and were immediately put back in our place.,tense,3
3006,0,0,0,1,Decrease,It was scary at time but I just tried to reduce it by just forgetting about it and kept walking,Gate,In Machine Shop I remember a guy dropping a gate onto my head and being really scared. ,surprised,4
1408,0,0,0,1,Decrease,I held onto dara for dear life.,Hiding,A I was behind Dara and we walked into a room in the machine shop and a man scared me and accused me of hiding behind her.  I immediately yelled no and then hurried away.,fearful,3
517,0,0,0,1,Increase,Watched out for ppl around the corner jumping out at me,cage,cages,cautious,3
3337,0,0,0,1,Decrease,i tried to back away,disgust,this was when an actor rushed me while screaming and gargling which evoked a feeling of both fear and disgust in me.,vulnerable,3
1250,0,0,1,1,Increase,"As mentioned, the scent was familiar so I attempted to intensify this through thinking about shift change activities at the firehouse that included starting saws and the very familiar scent of gas and exhaust.",Saws,The second was the smell of the gasoline just before walking outside of the building to the woman running with the chainsaw.  I think I remembered this the most cause it reminded me of shift change at the firehouse when the crew starts up the saws.,familiar,3
1385,0,1,0,1,Decrease,calm down,creeper,people coming out from the dark spots in the walls,fearful,2
1351,0,0,1,1,Decrease,reminding myself that they could not touch you,shocking,"When we were walking through the room a character came up behind and me said ""did you find what you were looking for?"" It scared since I was not expecting it.",fearful,2
1833,0,0,0,1,Increase,"If I'm remembering correctly, this emotion was evoked when a man in a red jump suit came up behind me and growled in my ear. I attempted to intensify this ""hurry"" emotion to escape or distance myself from this man. ",Uncomfortable,A man in a red jump suit was standing in the middle of an opening and he came up behind me and started growling in my ear. ,hurried,3
1462,1,0,1,1,Decrease,I basically just tried to take deep breaths and remind myself everything was fake.,strobe,The most emotionally evocative would be going through the strobe lights with the bodies hanging down. I guess the name for this is the meat freezer. The strobe lights were making it seem like my vision was working in discrete photographs and I was afraid I was going to bump into Kate or the bodies. I was wondering if they were actually characters and going to come alive. They were strung up with rope.,fearful,3
1661,1,0,0,0,Increase,I tried to get more engaged in the haunted house,Surprising ,An airgun went off in my ear. ,fun,2
269,0,0,0,1,Decrease,I stood up straight and walked fast,Loud,The air gun and chainsaw was the loudest thing really jarring g that I remember. I felt my heart rate rise above normal and started to sweat a bit. The loud banging was also ,anxious,1
1409,0,0,1,1,Decrease,I tried to make myself feel safe and secure in the group I was with and the notion that no one could actually hurt me. ,Frightening,"The third emotionally-evocative event that occurred in The Crypt was one of the last events where you walked through a corridor with cells and things going on inside them. One of the first ones was a man with his head hanging out of a chamber screaming. Another notable one was two mutilated and emaciated beings, one of which was in a dress coat, on the right. They were sitting on the floor. The last cell was a guy in a black cape, a scare actor, who would run around the cell and reach his hands out screaming. He had on black gloves with claws on them. When going around him, he put his hand out right in front of the woman that was in front of our group and he squealed. ",fearful,1
1262,0,0,1,1,Increase,By trying to remain open to even more fear,Gory,"Walking into the bus, the strobe lights highlighting the dead skeletons with blood on their bones and holes in their skulls.",fear,1
3269,1,1,0,1,Decrease,calmed myself down and remembered to breathe,polka-dots,A person was camouflaged in polka-dots in the Delirium section and she was hidden on the black walls of the room and jumped out at us.,unexpected,4
340,0,0,0,1,Decrease,being in the back of the pack in the tunnel where people were coming up behind me made me anxious to i moved to the center of the pack,behind,long tunnel with strobes,anxious,2
1522,0,0,1,1,Decrease,told myself that he cant hit me,Cinderblock,Man running through the hallway with a cinderblock,fearful,2
451,0,0,1,1,Decrease,I once again tried to focus on the playfulness of everything,Surprise ,NA,awkward,1
2025,0,0,0,1,Decrease,i looked away,Sudden,Jumpscare from butcher,jump scare,3
2334,0,0,1,1,Decrease,Realizing the main scare was over and onto the next,Abrupt,"When we walked into the section with an opening to the outside a man with a chainsaw appeared from the right. the chainsaw was off initially but as we walked by he ran up and turned it on, chasing us up the line. He didn't turn off the chainsaw until we entered the indoor section",panicked,1
2956,0,0,0,0,Decrease,I shouted back at the guy.,Hiding,A I was behind Dara and we walked into a room in the machine shop and a man scared me and accused me of hiding behind her.  I immediately yelled no and then hurried away.,surprised,4
2830,0,0,1,1,Decrease,figure out why that happened and keep walking,stressed,there was one part in delirium where you are walking and the floor gets really shaking as if you are going to fall through or fall down,startled,4
2229,0,0,0,1,Decrease,by anticipating where jump scares were,people train,entering the bus,nervous,1
12,1,0,1,1,Increase,I tried to breathe deeply and remember that this is not real.,startling,"When we were waiting to enter the first official room of the Machine Shop, One of the people walking in front of us turned around suddenly and scared me completly. His hair was standing straight up and he was wearing a white jacket and brown pants. I think he had some blood on his face.",adrenaline,4
3352,0,0,0,1,Decrease,"I remember being a little on edge from what the man said about ""taking my legs"" but overall I thought it was very funny.",Funny,"In a room with body parts, I was trying to run away from a character (I can't recall who) when a bearded man holding a pipe yelled ""no running or I'll take your legs!"" It was meant to be scary, but it made me laugh.",wary,1
1948,1,0,0,1,Increase,taking a closer look at all the props,chains,"the third was when we were walking through the walk through box thing and there was an actor there with an axe or something in his hand and he got right in my ear and said ""give up your worthless flesh and become one with the machine!"" to which i politely declined and walked on ",intrigue,4
370,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",director's chair ,director's chair ,anxious,2
1634,0,0,1,1,Decrease,Think about how I have handled frustration in the past,loud,The chain saw,frustrated,3
788,0,0,0,1,Decrease,i had to reduce this emotion because I had to keep up with my group,demon,"the second evocative event was seeing the two large demonic looking figures that were hanging from the cieling in the main penetentiary hallway  wherethe jail cells were. they had long saggingrags on their bodies and long hands fingers i believe. Big heads. they were silhouetted by the lights below them and no lightsabove them. UNDErneath them was the netted area with foliage and chains and cages with piles of body parts in them. I liked the composition of the scene, I thought it looked rather pretty in addition to it feeling rather eerie, chilly, spooky. Crawling on my spine feeling.
",curious,2
2294,0,0,1,1,Decrease,Playing out possibilities in my head,Jumpy,"'- in the crypt there was a man hiding in a box with openings on either side, he jumped at one and came around and jumped out the other",onedge,2
2207,0,0,0,1,Decrease,looked ahead,intense,during the crypt the noises were emotionally evocative. ,nervous,2
741,0,0,0,1,Decrease,just keep walking and try not to look ,disgusted ,"the dentist chair in set 13, it was really dirty and dark, and there was a head full of teeth sitting on it",creeped out,2
2143,0,0,0,0,Decrease,I attempted to reduce it by trying to talk myself through it. ,scary ,The third event was the long hallway with strobe lights and fog with two guys scaring you. ,nervous,3
604,0,0,1,1,Decrease,I was concerned for safety at first but knew that there would be no chain on the saw.,Saws,The second was the smell of the gasoline just before walking outside of the building to the woman running with the chainsaw.  I think I remembered this the most cause it reminded me of shift change at the firehouse when the crew starts up the saws.,concerned,1
3233,0,1,1,1,Decrease,"just trying to calm myself down, and remind to myself that none of this is real. ",loud,"louds beats and red lights shinning across the room, actors coming close to us. ",uneasiness,1
2196,0,0,1,0,Decrease,figure out why that happened and keep walking,stressed,there was one part in delirium where you are walking and the floor gets really shaking as if you are going to fall through or fall down,nervous,2
1730,0,0,0,1,Increase,I started to smile at the events that were occuring,disorianted,The third event would be strobing lights. At could barely see anything but at the corner of my eye saw a figure creep up on me.,happy,3
2231,0,0,0,1,Decrease,by going straight through and not making eye contact with any of the bus-seat-dwellers,bus,"Crypt Bus: creeped me out that i din't know which people were real. honestly just walked through as quick as possible to avoid having any of them scare me. In the moment, I wasn't sure if any of the people were real. I was just starting to think they were all dummies when, right as I reached the exit, I saw a hand move on the seat next to me. It gave me a slight jolt, and i leaped out the back, back to the outdoors.",nervous,2
783,1,0,0,1,Decrease,"I knew that my actions at the event were limited by what we could do for the study, so I knew that I would not be able to satisfy my curiosity. I distracted myself with the next activity so I wouldn't think as much about the Capone exhibit.",capone,I remember as we were leaving the crypt and seeing alcapones cell exhibit and thinking about when I had been here before and seen the exhibit. I was curious how they had changed it for the Halloween exhibit. But we didn't go see it.,curious,2
866,0,0,1,1,Decrease,Reminding myself it was fayke,Tablesaw,"The hand in the table saw made my skin crawl a bit, both because it is one of those freak accidents I am prone to have intrusive thoughts about and it was paired with hearing someone say ""I can smell your flesh burn""",disgusted,2
1413,0,1,0,1,Decrease,"Stay calm, try to get through it",floorboards,The third event would be walking on the moving floorboards. The lights were flashing again and I was afraid I was going to fall over. I was trying to go quickly so none of the characters would catch me by surprise.,fearful,2
945,1,1,0,1,Decrease,"Sang to myself, laughed, talked out loud to myself, closed eyes",hanging,"meat carcass room, there was the room with one live actor and strobe lights and a bunch of fake bodies hanging from their feet from the ceiling. the man scared the person in front of me, and was talking about blood and meat",disoriented,2
2728,1,0,0,1,Decrease,I just tried to breathe and focus on moving on from the moment.,foorboards,The third emotionally-evocative event that occurred within the crypt was sliding floorboards,shocked,2
3074,0,0,1,1,Decrease,literally my heart was beating so fast. just had to remind myself that it was over. ,floor,"that moving floor!!! I did not enjoy it, scariest part of the whole thing. I knew the floor wasn’t going to give out but it made me just want to run across it as fast as possible. too real",terrified,4
