Values,Attention Deployment,Response Modulation,Reappraisal,Correct,Reg,RegDesc,EventKey,EventDesc,Emotion,Intense
2213,1,1,1,0,Decrease,"I told myself to calm down and reminded myself that I was safe, I also tried to control my breathing and my thoughts.",Anxiety-inducing,"The ending of machine shop was the scariest for me. Walking towards the woman at the end of the long hallway with the strobe lights really freaked me out and left me on edge. Then when she followed us for a bit, I got even more freaked out.",nervous,1
2203,1,0,0,1,Decrease,I tried to pay attention to something else,Bus,There was a bus with strobe lights that you entered as soon as you started the Crypt section.,nervous,2
2189,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",shower/tub,body parts in a shower/tub ,nervous,1
2187,1,0,0,1,Decrease,slowing down my breathing,window,"When I was walking through the last house and there was a guy in the window jumpscaring people. i was anxious here,too. ",nervous,2
2184,0,0,1,1,Decrease,I remembered that the characters could not touch me and I was going to be OK,Gasoline,The second emotion I felt was anxiety to be honest! not knowing if there is anther chainsaw coming around the corner was really scary ,nervous,0
2179,0,1,0,0,Decrease,I told myself there is nothing to be nervous for it's all for fun. ,scared ,Having the one actor come up to me and make a zombie kind of noise in my ear was kind of scary to me because i didn't like it. ,nervous,3
2172,1,0,0,1,Decrease,look away,intense,during the crypt the noises were emotionally evocative. ,nervous,3
2170,0,0,1,1,Decrease,"Similar to many other responses, I kept reassuring myself this was a controlled environment and that nothing would happen that would hurt or scare me long-term.",Smoke,"The first event was the scene in Delirium that had the smoke filled room and neon lasers about, with the smoke really settling on a fine and identifiable level/layer within the height of the room.  I was surprised with how much I could see considering how dark the room was and how much smoke there was. ",nervous,3
2165,0,1,0,1,Decrease,I tried to calm myself and continue with the haunted house.,Terrifying,The only other thing I can really remember is the person standing at the end of the hallway in the Machine Shop. They were very scary and made me feel very on edge.,nervous,1
2153,1,0,0,1,Decrease,making casual conversation,Intrusive,actors getting significantly close to me,nervous,1
2151,1,0,0,1,Decrease,I tried to focus on breathing and stood away from most of the scary things in order to collect myself,Anxious,Another event I can somewhat remember is getting on the bus at the beginning of either the Machine Shop or the Crypt. I remember being scared to walk through and looking around to make sure nothing jump scared me.,nervous,2
2130,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",chain saw ,walking down a narrow hallway with a character chasing me with a chain saw. the character was wearing a big jacket and maybe a mask. the character made crazy noises when using the chainsaw. ,nervous,3
2125,0,0,0,1,Decrease,I walked through the tunnel faster.,Dizzying,I remember wearing the glasses and walking through the tunnel was very dizzying.,nervous,1
2116,1,1,0,0,Decrease,"Sang to myself, laughed, talked out loud to myself",Box ,Box of body parts during machine chop. You walk though a box that’s supposed to look like it’s made of body parts. There were also two white male actors in the room.,nervous,1
2109,1,0,0,1,Decrease,slowing down my breathing and checking my surroudings,rattled,When the guy at the top near the exit slammed his cage down I was not expecting it.,nervous,2
2086,0,0,0,1,Decrease,I stayed closer with the group and followed the walking path. The strobing lights and darkness didn't help much ,disorianted,The third event would be strobing lights. At could barely see anything but at the corner of my eye saw a figure creep up on me.,lost,3
2022,0,0,1,1,Decrease,I reminded myself this was for a good reason,Anxious ,This is my first time going to a haunted house in a little over three years or so. I was very excited because I remember how much I love them. Excited but also anxious on just how scary this haunted house is going to be,joyful,0
2004,0,0,0,0,Increase,laughing and enjoying the moment,trippy,clown when entering delirium stood in front of us and put hands to side and peered at us bobbing head from side to side,joyful,2
1971,0,0,0,1,Decrease,By holding my friends hand in front of me.,axe,"The person at the beginning had all white eyes, was wearing a red outfit, and was cutting off each group with a bloody hand saw that she had in her hand. ",jittery,3
1970,1,0,0,0,Increase,I tried looking to the sides of me and peering beyond the tables with the props to see if anyone was behind,bloody,"there was a shelf that the actor controlled from behind that was loose. It had three buckets on it and shook up and down to scare those who were coming around the corner to greet the actor and move on in the section. It was the first thing that got a jump out of me. 
",jittery,4
1969,0,0,0,1,Decrease,By walking quickly through the sections and running from monsters.,axe,"The person at the beginning had all white eyes, was wearing a red outfit, and was cutting off each group with a bloody hand saw that she had in her hand. ",jittery,2
1967,1,0,0,1,Decrease,"my heart was racing a bit so I took some deep breaths. 
I wish I could tell you guys about the Crypt because that one section with the floor that moved literally was one of the worst things ever. I had to take a lot of deep breathes to recover from that. Honestly didn't fully calm down from that until we got outside. ",Noise,There was an air gun that was very jarring. I think the sounds were one of the scariest bits.,jittery,3
1938,1,0,0,0,Increase,Looking closer at the thing that intrigued me to heighten the intrigue ,Gory,"Walking into the bus, the strobe lights highlighting the dead skeletons with blood on their bones and holes in their skulls.",intrigue,3
1935,0,0,0,1,Increase,I wanted to know what she was talking about,gawking,the woman on the phone screaming about someone getting married,intrigue,3
1914,0,0,0,1,Decrease,Walked away,Wrench,Man with the wrench telling us to surrender our flesh to the machine. It was the first time I got an idea of what this sections shtick was.,intimidated,1
1912,0,0,0,1,Decrease,walked faster to et away from the people that were there ,surprising ,when we walked into the freezer portion some dude was like hissing and yelling and then he like ran right next to me and hissed like in my ear through all the bodies and through the strobe lights. ,intimidated,0
1911,0,0,1,1,Decrease,"I tried to remind myself that it was not real and they could not touch me, hence there was no danger. ",Eerie,"The second emotionally evocative event that occurred in The Crypt was walking through a forest. Upon entry, there was debris and as you moved farther into the event, you saw hanging bodies and even mutilated bodies on the floor. There was also two hanging bodies upon exit with a scare actor tangled in the vines on the right wearing a black cape. ",intimidated,1
1898,0,0,0,0,Decrease,I figured something might jump out so I wanted to try and look away.,Hand,"The third most evocative event was the hand in the table saw.  I think it was because most of the tour it was eyes front staying in line trying not to really react or be susceptible to the actors, so when I saw something I felt comfortable with looking at/investigating a little more I took the time to remember it.",interested,2
1884,0,0,1,0,Increase,Intensified but really engaging and acknowledging the set profuction,Fun,Colorful set in delirium made me feel excited,interested,2
1874,0,0,0,1,Decrease,"I was interested in it in that I felt comfortable looking at it since it was fixed.  There was no movement or potential of a person to jump out at me, although the feeling that someone would eventually if I looked for too long started to linger, influencing me to look straight ahead or back down.",Hand,"The third most evocative event was the hand in the table saw.  I think it was because most of the tour it was eyes front staying in line trying not to really react or be susceptible to the actors, so when I saw something I felt comfortable with looking at/investigating a little more I took the time to remember it.",interested,2
1871,0,0,1,1,Decrease,I just remembered that it was just a haunted house ,Frightening,"When the man jumped out from the doorway, at the beginning of the machine. ME and another member in my group both were scared from this.",intense,2
1857,1,0,1,0,Increase,I just remember the red dresses they stood out to me i think impressed is the best way to describe that emotion and i attempted to intensify it by just thinking about the red dresses and being like dang they're cute.,Red-dress,The women in red dresses. They were just standing there but they were getting all up in our business and there was two of them in two different rooms and there were beds in there too. ,impressed,3
1837,0,0,0,1,Decrease,by getting away fast,anxiety,the man started walking behind us down the ramp with a chain saw. there was a smell of gas ,hurried,4
1832,0,0,0,1,Decrease,There was no food around so I couldn't do anything about it,Alarming,The man tried to hit me with a sledgehammer and then pulled back at the last second. ,hungry,4
1831,0,0,0,1,Decrease,We ate 1/2 a cookie before we went into the haunted house,Alarming,A man tried to hit me with a cinderblock and then pulled back at the last second. ,hungry,4
1814,1,0,1,0,Increase,I played along with what the actors asked and said I would sacrifice everything to the machine.,Reverent,Walking through the ending machine. It was shaking and the inside of the machine had horrific imagery. The actors asked what I would sacrifice to the machine.,humored,2
1810,0,0,1,1,Decrease,I reminded myself they are just actors/actresses. ,disturbing,The first event I can remember is when the people were screaming behind the cells. I also remember the man on the game control panels in the beginning. ,horrified,3
1809,0,1,0,0,Decrease,I tried not to think about it as much. ,Terrifyingly realistic ,I remember dentist man saying creepy things and I could hear the dental noises in the background which terrified me. They sounded like actual dental noises. ,horrified,3
1792,1,0,0,1,Decrease,I tried looking around for shadows to see if anyone was near by waiting to jump at me,strobe,In the long hallway there were strobe lights. At the very end the strobe was very bright and cose to us so it made it hard to see  There were cast members walking around us and it was hard to see where they were.,hesitant,2
1787,0,0,0,0,Decrease,Thinking about how much we had left,Despite,"'- in the crypt there were body bags hanging from the ceiling 
- strobe lights flashed on and off
- 2 men ran up and down scaring you",hatred,2
1731,0,0,0,0,Increase,laugh aloud,fun,jumpscare at entrance of machine shop,happy,2
1729,0,0,0,0,Increase,enjoy my time,Funny,The dude who came up to use early in the walk through and blocked our path then I just walked around him as he bothered the others in the study.,happy,3
1709,0,1,0,1,Decrease,Getting excited,scream,an actress was scaring a girl in front of me and she would not of let her to go and let everyone else in the group go.,happy,1
1706,0,0,0,0,Increase,I talked to the people around me about what we just collectively experienced ,Alarming,The man tried to hit me with a sledgehammer and then pulled back at the last second. ,happy,3
1705,0,0,0,1,Increase,look into the box,box,"creature in a box, shakes back and forth, empty box, cloudy windows",happy,3
1699,1,0,0,1,Increase,I kept admiring more art and paying attention to the 3D paintings,Art,During the delirium I remember being smiling and looking at the cool art.,happy,3
1692,0,0,1,1,Decrease,Told myself it was fake,tooths,Dentist with the manikin head with all the teeth on it,grossed out,1
1691,0,0,0,1,Decrease,I walked faster through the pig part ,Pig,"There was a room of pig bones & pig heads, and I remember thinking how real they looked.",grossed out,3
1678,0,0,0,0,Decrease,look away,creepy,the monkey person,grossed out,3
1677,0,0,1,1,Decrease,By reminding myself that it was fake. ,meat,"During the Crypt, there was a room that looked like a meat freezer, but instead of a pig bodies, there seemed to be human bodies hanging from the ceiling. I remember walking with another girl into the room and both of us made remarks about how disturbing this room was. It was one of the only sections that had decoration that made me noticeably uncomfortable. ",grossed out,2
1612,1,0,0,0,Increase,I tried to interact with the actors more,Alarming,The man tried to hit me with a sledgehammer and then pulled back at the last second. ,frightened,1
1609,0,0,1,1,Decrease,telling myself it was not real,anxiety,the man started walking behind us down the ramp with a chain saw. there was a smell of gas ,frightened,2
1585,0,0,0,1,Increase,I tried to reduce being frazzled because I do not like loud noises so I tried to plug my ears as a way to reduce the noise and self protect ,Loud,"I would say walking through the long hallway on the way out, I did not know when people were hiding and going to jump out. Everyone was dressed in black and I did not know if they were going to jump out. I knew it was coming but did not know when which got my heart racing the most",frazzled,2
1579,1,0,1,0,Increase,I remembered that this feeling was intentional by the environment (a horror attraction) and focused on the exit.,Disorienting,"In the room with the bodies hanging in the freezer, there were bright flashing lights that distorted my vision and affected how I walked. These lights caused me to walk into one of the bodies hanging in the freezer which caught me off guard.",focused,3
1570,1,0,0,1,Increase,Forced myself to look at nothing but steve's back.  ,Finale,After the demon room we followed steve through the foggy strobing hallway which was my least favorite part because I had no idea what would come out of the sides and I couldnt see in front of me.  But it was sweet relief when we realized we were done,focused,2
1566,0,0,0,1,Decrease,urge to sprint,Jarring,A dark room that was almost pitch black and the sound of chainsaws,fight or flight,1
1546,1,0,0,1,Decrease,breathing and checking my surroundings,overwhelming,The first emotionally-evocative event was when the strobe lights that relly had me worried about my surroundings and if there were gonna be any other jumpscares during it because I wouldn't be able to see it coming.,fearful,2
1545,0,0,0,0,Decrease,basically the same as above (trying to laugh at the scenario),wrench,guy with wrench scaring me when i walked in,fearful,2
1539,1,0,1,1,Decrease,"Take deep breaths, remind myself they're just a character and they're not going to hurt you, focus on the person in front of me",hiss,Another event was when we were leaving the jail cell section and the character was running back and forth hissing at people and hanging his head out. His mask had some sort of freaky black smile. He was cocking his head and locking eyes with people. He broke character to tell someone to put their mask on which was sort of comforting.,fearful,3
1525,0,1,0,0,Decrease,I attempted to reduce my fear by comforting myself,anxiety,the second emotionally evocative even that occurred within the Crypt was smoke filling the room completely,fearful,3
1523,0,0,0,1,Decrease,I screamed out immediately which acknowledged my own sensation of fear.,loudnoise,"During one of the sections, there was a loud puff of air that sounded like gunshots. It was very quick, there was about 3 or so puffs of air that made noises consecutively. It was during one of the earlier sections and it scared me pretty good. It was the only jump scare that I think really ""got"" me throughout all of Halloween Nights.",fearful,3
1510,1,0,0,1,Decrease,slowing down my breathing and looking at my surroundings,rattled,When the guy at the top near the exit slammed his cage down I was not expecting it.,fearful,2
1506,0,0,0,1,Decrease,look to friends,creepy,walking through cages,fearful,1
1495,1,0,0,1,Decrease,Kept my eye on her,Foreign,The cages and the foreign lady. She was creepy and yelling in some foreign language overall she was pretty weird and scary,fearful,1
1485,1,0,0,0,Decrease,I tried to keep moving and look ahead,loud,"After the first room of the Machine Shop, we went into a small outdoor corridor. There was a man standing against the wall. As we started walking, he revved his chainsaw and jumped out at us. He turned to the next person, and we kept moving, but he turned around again and chased us to the entrance to the next part of the event.",fearful,4
1482,0,0,0,1,Decrease,Run away from the bus,Bus,NA,fearful,4
1461,1,0,0,1,Decrease,tried to focus on steve,Bodies,We walked into the white room and it was strobing really extremely.  I saw things hanging and I couldn't tell what they were at first.  Halfway through the room I realized they were hanging bodies. I couldn't avoid running into one.  I could barely see how to get out.  I just followed steven to the exit.,fearful,3
1459,0,0,1,0,Decrease,calm myself down by reminding myself its fake,weapon,When the man with the mallet was walking towards us ,fearful,2
1451,1,0,0,1,Decrease,See if anyone was hiding in the corners,Freezer,Meat freezer with hanging bodies. It was freaky with all the bodies and the lights were flickering. Inside was an actor who was yelling and getting all close and barely could see as lights flickered,fearful,2
1441,1,0,0,1,Decrease,I attempted to reduce the fear emotion by taking deep breaths. ,disturbing,The first event I can remember is when the people were screaming behind the cells. I also remember the man on the game control panels in the beginning. ,fearful,3
1438,0,0,1,1,Increase,"By reminding myself that if someone jumped out, they could touch me",anticipating,"Walking through the tour and seeing the bodies hanging from the ceiling, the strobe lights made it look as if they were moving and I thought of one them would jump out at me. ",fearful,3
1425,1,0,0,1,Decrease,By not watching the lady swinging the hatchets,Hatchets,There was a short black lady in front of the machine shop with two hatchets that she was swinging wildly in front of people.,fearful,2
1407,0,0,1,0,Decrease,calm myself down by reminding myself its fake,hallway,Walking through the tunnel to get to the next event ,fearful,2
1400,0,0,1,1,Decrease,I again just said to myself he cant touch me,Chainsaw,The man said someone is getting cut tonight then started a chainsaw,fearful,2
1382,0,1,0,0,Decrease,To walk faster and remind myself it wasn't that bad,Disorienting,"The rattling floors: I remember climbing the stairs and seeing a sign warning of rattling floors/flashing lights. We climbed some stone stairs and entered this narrow hallway, where the floor's sliding panels would occasionally shift, making it hard to walk. I finally walked down the stairs (after seeing some monsters hanging from the ceiling)",fearful,2
1381,0,0,1,1,Decrease,"I just thought that everything will be okay, because they can't touch me",Lights,The room with the strobe lights that had bodies hanging. There was someone that would slowly walk up as I walked,fearful,3
1379,1,0,0,1,Decrease,I looked at the work that was put into creating the space and where we physically were.,Demon,We walked into the demon room and I realized we were on the second floor of one of the halls.  I could see the big demon puppet hanging from the ceiling.  I really appreciated how they were using the architecture.  Dara let go of my hands on the way down the stairs because I was ging too fast.,fearful,3
1371,0,0,1,1,Decrease,I reminded myself they cannot touch me,shocking,The strobe light hallway was scary because I couldn't clearly see anything,fearful,1
1354,1,0,0,1,Decrease,I tried to reduce it by looking ahead and trying to focus on the person in front of me.,startling,"When we were waiting to enter the first official room of the Machine Shop, One of the people walking in front of us turned around suddenly and scared me completly. His hair was standing straight up and he was wearing a white jacket and brown pants. I think he had some blood on his face.",fearful,3
1338,0,1,1,0,Decrease,calm myself down by reminding myself its fake,dark,The dark room with strobe lights ,fearful,3
1336,0,0,0,0,Decrease,by laughing,wrench,guy with wrench scaring me when i walked in,fearful,2
1335,0,0,0,1,Decrease,Walking away,Unsafe,Man running out of the cage,fearful,4
1331,0,0,1,1,Decrease,Just told myself I could not be hurt/touched,Hallway,Strobe light hallway with the actors who tried to scare you in it,fearful,3
1327,0,0,0,1,Decrease,I physically gripped my palms and tightened up.,Axe,"At the beginning, an actor took practice swings at on-coming participants, which scared a few.",fearful,2
1322,0,0,0,1,Decrease,I tried my best to walk away from the bodies hanging from the ceiling and avoid touching them accidentally as I was walking,bodies,the room where you had to walk through bodies hanging from the ceiling,fearful,2
1312,0,0,0,1,Decrease,By leaving the area so i could no longer see any spiders.,Spider,In the first section there was an area with fake spiders hanging over us and i remember getting very nervous because i am very scared of spiders. ,fearful,4
1300,0,0,0,0,Decrease,See what was in front of me so i was not scared,Bus,FIrst event was the bus. Going on to a dark bus with a bunch of random fake dolls on it and some actors placed in screaming and being weird,fearful,2
1298,0,0,0,1,Decrease,I tried to not stare at the fearful thing that long,bus,Inside the bus it was smoking and a person banged on the wall and scared you.,fearful,1
1290,0,0,1,0,Decrease,Thinking about how much we had completed vs what we had to go,Ominous ,"We entered the long hallway that was the widest section of the part. At first it looked like there wasnt much except a few holes in the wall where the cells were. Then smoke shot out, hid the view and multiple actors appeared and converged on the group with jump scares",fearful,1
1288,1,1,1,1,Decrease,"Stay calm, take deep breaths, remind myself it's fake and he can't touch me",hiss,Another event was when we were leaving the jail cell section and the character was running back and forth hissing at people and hanging his head out. His mask had some sort of freaky black smile. He was cocking his head and locking eyes with people. He broke character to tell someone to put their mask on which was sort of comforting.,fearful,2
1283,0,0,0,0,Decrease,Anticipating what would happen next,Intrusive,actors getting significantly close to me,fearful,1
1263,1,0,0,0,Decrease,By thinking about how it was almost over,Abrupt,"When we walked into the section with an opening to the outside a man with a chainsaw appeared from the right. the chainsaw was off initially but as we walked by he ran up and turned it on, chasing us up the line. He didn't turn off the chainsaw until we entered the indoor section",fearful,1
1261,0,0,0,0,Decrease,by laughing and clinging to the ther girl in my group,frightening,guy with chainsaw chasing me,fear,3
1224,0,1,0,0,Increase,I was laughing and tried to enjoy the experience,Disorienting,"The rattling floors: I remember climbing the stairs and seeing a sign warning of rattling floors/flashing lights. We climbed some stone stairs and entered this narrow hallway, where the floor's sliding panels would occasionally shift, making it hard to walk. I finally walked down the stairs (after seeing some monsters hanging from the ceiling)",excited,2
1221,0,1,0,0,Increase,"I tried to laugh after I was the most scared, or even just smile.",Uneasy,"Walking inside and having it immediately be pitch black. I could tell that there was a man waiting in the dark corner, but I couldn't see well enough to tell when he would come out. I tried to walk to the left, away from him, but was pushed towards him by another actor who was wielding a cinderblock. The actor in the shadows attempted to hit me with a pipe.",excited,2
1198,0,0,1,1,Increase,Immersed myself in the experience ,Suspenseful ,"Entering through the dark bus and seeing objects in the seats, was scared that something would pop up the entire time ",excited,2
1192,1,0,0,0,Increase,look into the box,box,"creature in a box, shakes back and forth, empty box, cloudy windows",excited,4
1188,0,0,0,1,Increase,Same as above,Bus,"We walked through a school bus full of dolls and smoke and strobing lights, and then someone jumped out at us after we got off the bus and banged on a fence.",excited,4
1186,1,0,0,0,Increase,"By continuing to take in as many sights and senses as I could to get the full experience, observing as much of my surroundings as possible without falling behind in my group",bus,"going through the school bus with all of the flashing whitE lights and combination of dummies and real actors in the seats. there was a dummy woman with ratty long blonde hair in a stiff downward facing position in the first seat on the left side of the bus. it made me think of marching band, which was the last time i regularly took the school bus my senior year of high school. we walked in a single file line within our group, and i was the last person. a few of the actors yelled out at us and it made me giggle.

",excited,3
1168,0,0,0,0,Increase,I allowed myself to get scared to increase my excitement,Strobe,The dark bus with the flashing strobe lights. The windows of the bus were backed out and there was a strobe light that made it difficult to see what was inside the bus. There were mannequins and actors in the seats but it was almost impossible to distinguish between the two.,excited,2
1155,0,0,1,1,Increase,"by thinking deeper about the whole reasoning for the vibe in the room, and remindmyself that this was a real prison",Dark,"Right away the bus was scary and eclosed with no where to go it felt but towards the people.  It was hard to tell who was real by the flashing lights, and the people were very still until they popped up at you. the flashing lights made it scary  ",excited,2
1116,0,0,0,0,Increase,i tried to intensify it by thinking of what else I could expect in the next section or as i was going through the sections.,dark,"walking in and it was darker than the previous two rooms, expected it to have more jump-scares because of the darkness and fashing lights",excited,2
1114,0,0,0,0,Decrease,Getting more hyped up,scream,an actress was scaring a girl in front of me and she would not of let her to go and let everyone else in the group go.,excited,2
1107,0,0,0,1,Increase,just looking at everything in the glasses and enjoying the walkthrough,Tunnel,When we were wlaking through the tunnel in the first section and there was a spinning cylinder and you walked through the tiny bridge.,excited,2
1097,0,1,0,0,Increase,I attempted to intensify it by anticipating more actors and feeling more positive of what might come next,creepy,"when i was walking towards the area with the person laying on the table, there was someone else by them scaring people as you entered the room so i didn't expect there to be someone else it was more of a suprise than scare ",excited,2
1095,0,0,0,1,Increase, i didnt,fear,the second emotional event that occured was when they started popping out of the cells and following us around.,excited,4
1088,0,0,0,1,Increase,I just let the attraction do it’s thing,Spooky,"Going into the bus was ""emotionally-evocative"" because of the strobe lights and the uncertainty of whether or not somebody would jump at you.",excited,2
1037,0,0,0,1,Decrease,Apologized to the people behind me and kept going forward. ,Air,There was a large puff of air from a machine that pushed into my legs that made me jump in the air a bit. There were people right behind me (perhaps a little too close) so they had to stop short and bumped into my back. ,embarrassed,2
1009,0,0,0,1,Decrease,similarly to fear,Ominous,"Wandering through the bus: we stepped aboard a silver, metallic bus that had metallic stairs. There was no driver, or at least a plexiglass was shielding him. The bus was dark, and there was flashing white light at a rapid interval. Figures were bent, heads down, one on every over row/seat or so. None of them lunged, thankfully, but I made my way through the aisle as quickly as possible. We descended the ramp and left the bus.",dread,2
1005,0,0,0,1,Decrease,Same,Ominous,"Wandering through the bus: we stepped aboard a silver, metallic bus that had metallic stairs. There was no driver, or at least a plexiglass was shielding him. The bus was dark, and there was flashing white light at a rapid interval. Figures were bent, heads down, one on every over row/seat or so. None of them lunged, thankfully, but I made my way through the aisle as quickly as possible. We descended the ramp and left the bus.",dread,3
1003,0,0,0,1,Decrease,By continuing as fast as possible,loud,"After the first room of the Machine Shop, we went into a small outdoor corridor. There was a man standing against the wall. As we started walking, he revved his chainsaw and jumped out at us. He turned to the next person, and we kept moving, but he turned around again and chased us to the entrance to the next part of the event.",dread,3
996,0,0,0,0,Decrease,closed my eyes ,bloody,"there was a shelf that the actor controlled from behind that was loose. It had three buckets on it and shook up and down to scare those who were coming around the corner to greet the actor and move on in the section. It was the first thing that got a jump out of me. 
",dizzy,2
995,0,0,0,0,Increase,i closed my eyes,bodies,"The second event happened right after the first one, where there was an actor in my face screaming ""yes, yes, yes"" as i screamed ""no, no, no"" at them because they were scaring me and blocking people from walking around the table to get in their faces. ",dizzy,4
983,0,1,0,1,Increase,I think I tried to make myself more dizzy because it was kind of an enjoyable feeling and I am rarely dizzy so I tried to sustain my dizziness for as long as possible.,Disorienting,I remember the hallway with the strobe lights because it was the first thing that made me feel a little anxious. I was a little disoriented. It felt like the hallway was going on for ever and ever.,dizzy,2
979,0,0,1,1,Decrease,By reminding myself that it was fake. ,meat,"During the Crypt, there was a room that looked like a meat freezer, but instead of a pig bodies, there seemed to be human bodies hanging from the ceiling. I remember walking with another girl into the room and both of us made remarks about how disturbing this room was. It was one of the only sections that had decoration that made me noticeably uncomfortable. ",disturbed,2
978,0,0,0,0,Decrease,by walking straight through and looking mostly forwards,disturbing,MEAT BAGS,disturbed,2
970,0,0,0,0,Decrease,I tried to look away ,Hanging,"Seeing the bodies being hung upside-down elicited a more serious response, as everyone seemed to drop silent when we entered that portion of the exhibit. This was a DIRECT link to slavery for me and I found it disturbingly real for that reason.",distress,3
957,1,0,0,1,Decrease,"Focusing on people ahead of me, closing my eyes for a moment and opening them, and looking for the exit ",Strobe,"The strobe light hallway was one of the first things that really unsettled me. Initially, it was fine, but as the fog grew thicker and the strobe lights felt more overwhelming it was a lot harder to keep track of what was going on. Just as I was about to get really dizzy we exited the hallway. ",disoriented,2
956,1,0,0,0,Decrease,I looked down at the floor to make sure that I wouldn't trip,floor,The actors around the moving floors made it a little distracting and slightly difficult to navigate. The floors were made of sheet metal and there were three separate pieces that moved. ,disoriented,1
954,0,0,0,1,Decrease,shaky and uneve,appendage,"You walk into a shaky box that is covered in human appendages all throughout the box, then walk out.",disoriented,1
953,1,0,0,0,Decrease,"I attempted to reduce my disorientation by gaining a better sense of my surroundings and following the people in front of me. 

note: the survey gave me the same keyword twice, so I am only guessing what my second event was that I listed, and I think this one is meant to be ""meat"". I am so sorry if that is not correct but I can't remember what my list was. ",Meat,"Walking through the meat freezer was the same vibe as the bus because of the flashing lights. The strobe lights are so intense in there everywhere, but especially when there are real people and fake people hanging in the same room. It was so crazy seeing the bodies flash ever so slightly closer as I walked through the room. I ran into the last body hanging and I really thought I cleared it. There was also a guy in there that all I could really see was his hand moving to and from my face. ",disoriented,4
948,0,0,0,1,Increase,I tried to touch the fog run my hand through it ,Fog ,There was a layer of fog that had a green light shining on it so that it looked like you were wading through a river.,disoriented,3
944,0,0,0,1,Decrease,I tried to gain my balance by shooting my arms out,shaky,"The floor was made out of these two sliding plates, I slipped on one of them and I got taken off guard.",disoriented,3
940,1,0,0,1,Decrease,"I tried to stand with a greater amount of balance in my feet, being more conscious of my weight and body.",floorboards,the floorboard moved underneath you and swayed left to right which was very disorienting. it was difficult to walk in a straight line and gravity seemed to no longer exist for a moment.,disoriented,3
938,0,0,0,1,Decrease,I looked at the floor to tell which direction the floor would move in when I stepped on it so that I wouldn't lose my balance,floor,The actors around the moving floors made it a little distracting and slightly difficult to navigate. The floors were made of sheet metal and there were three separate pieces that moved. ,disoriented,2
936,1,0,0,1,Decrease,Focused on breathing and the people in front of me ,Strobe,Strobe Light hallway. Both for its overwhelming sensory component and the fact that it was the first time we’d seen the cells clearly and I remembered where I was,disoriented,3
923,1,1,0,0,Decrease,"Sang to myself, laughed, talked out loud to myself",Hallway,"The hallway of strobe lights and fog, long long tunnel full of smoke that we had to go through only two actors approached us , very disorienting ",disoriented,4
922,1,1,0,0,Decrease,"Sang to myself, laughed, talked out loud to myself, closed eyes",bus,"the aluminum bus; there were strobe lights and dummys of people in some of the seats in either sides. there were two live people sitting on either side of the bus sitting near the middle. on the left was an African American man with dreds and on the right side there was a person with long brunette hair in front of their face. wwe made it to the end of the bus in a single file line with the man with dreds following us, but other than that the actors did not interact",disoriented,2
909,1,0,0,1,Decrease,looked away and tried to focus on something else,skull,the teeth skull in the first house. the whole skull was covered in teeth and triggered my trypophobia ,disgusted,4
906,0,0,0,1,Decrease,Move on,Wall,Body wall in the crypt or the machine shop I can’t rememver,disgusted,1
894,0,0,1,1,Decrease,tried to remember that there was props and this is fake,Bodies,We walked into the white room and it was strobing really extremely.  I saw things hanging and I couldn't tell what they were at first.  Halfway through the room I realized they were hanging bodies. I couldn't avoid running into one.  I could barely see how to get out.  I just followed steven to the exit.,disgusted,3
888,1,0,0,1,Decrease,"I hate animatronics, because they aren't interesting unless they are large, and I tried to look more into them",Jail,The foliage covered jail cells that had some moving animatronics in them with a few scare actors scattered around,disgusted,4
886,0,0,0,1,Decrease,looked away,gross,head with teeth in it near dentist chair ,disgusted,3
881,0,0,1,1,Decrease,I reminded myself it was not real.,Bodies,We walked into the white room and it was strobing really extremely.  I saw things hanging and I couldn't tell what they were at first.  Halfway through the room I realized they were hanging bodies. I couldn't avoid running into one.  I could barely see how to get out.  I just followed steven to the exit.,disgusted,3
870,0,0,1,1,Decrease,Thinking about how it wasn't real,Despite,"'- in the crypt there were body bags hanging from the ceiling 
- strobe lights flashed on and off
- 2 men ran up and down scaring you",disgusted,2
860,0,0,1,1,Decrease,saying that they were just props ,bodies,there were bodies hanging from the ceiling. they were swaying.,disgusted,2
853,0,0,1,1,Decrease,realize that it isn't real,fun,"meat freezer, the guy in there jumped out at me and got me pretty good",discontent,2
818,0,0,1,1,Decrease,"Same as above, told myself it was fake and an actor and part of the experience.",Sledgehammer,"As I mentioned earlier, immediate entry was what I remember most, and the part specifically was the actor who swung a sledgehammer from behind a wall in the face of the girl in front of me.  Honestly I feel like I probably remember this the most cause the girl is my girlfriend and I've worked with sledgehammers so I got a little defensive and wanted to step in and make sure nothing happened.  ",defensive,3
807,1,0,1,0,Increase,I was looking for clues to see if I could figure out what mystery the detectives were trying to solve.,Disorienting,The strobe lights forced us to go slower and they made me especially anxious because I was worried that actors would have an easier time sneaking up on me. There were strobe lights for most of this section. The lights were so memorable because I usually dissociate when I'm exposed to strobe lights for too long. ,curious,2
800,0,0,0,1,Decrease,did not look in corners,Loud,The air gun and chainsaw was the loudest thing really jarring g that I remember. I felt my heart rate rise above normal and started to sweat a bit. The loud banging was also ,curious,2
